#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
ATPM	1 M_atp@c + 1 M_h2o@c --> 1 M_adp@c + 1 M_h@c + 1 M_pi@c	ATPM		3.6.1.15;3.6.1.3;3.6.1.5;3.6.1.8;3.6.3.1;3.6.3.10;3.6.3.11;3.6.3.12;3.6.3.14;3.6.3.15;3.6.3.16;3.6.3.17;3.6.3.18;3.6.3.19;3.6.3.2;3.6.3.20;3.6.3.21;3.6.3.22;3.6.3.23;3.6.3.24;3.6.3.25;3.6.3.26;3.6.3.27;3.6.3.28;3.6.3.29;3.6.3.3;3.6.3.30;3.6.3.31;3.6.3.32;3.6.3.33;3.6.3.34;3.6.3.35;3.6.3.36;3.6.3.37;3.6.3.38;3.6.3.39;3.6.3.4;3.6.3.40;3.6.3.41;3.6.3.42;3.6.3.43;3.6.3.44;3.6.3.46;3.6.3.47;3.6.3.48;3.6.3.49;3.6.3.5;3.6.3.50;3.6.3.51;3.6.3.52;3.6.3.53;3.6.3.54;3.6.3.6;3.6.3.7;3.6.3.8;3.6.3.9;3.6.4.1;3.6.4.10;3.6.4.11;3.6.4.12;3.6.4.13;3.6.4.2;3.6.4.3;3.6.4.4;3.6.4.5;3.6.4.6;3.6.4.7;3.6.4.8;3.6.4.9		biggR:ATPM;keggR:R00086;metacycR:ATPASE-RXN;mnx:MNXR96131;rheaR:13065;rheaR:13066;rheaR:13067;rheaR:13068;sabiork:75;seedR:rxn00062;seedR:rxn09694;seedR:rxn11300
ATPS4r	1 M_adp@c + 4 M_h@e + 1 M_pi@c <==> 1 M_atp@c + 1 M_h2o@c + 3 M_h@c	ATPS4r		3.6.3.14		biggR:ATPS4r;metacycR:ATPSYN-RXN;mnx:MNXR96136;seedR:rxn08173;seedR:rxn10042
BIOMASS_EXT	1 BIOMASS@c --> 1 BIOMASS@BOUNDARY	BIOMASS_EXT				
BIOMASS_Ecoli_core_w_GAM	1.496 M_3pg@c + 3.7478 M_accoa@c + 59.81 M_atp@c + 0.361 M_e4p@c + 0.0709 M_f6p@c + 0.129 M_g3p@c + 0.205 M_g6p@c + 0.2557 M_gln__L@c + 4.9414 M_glu__L@c + 59.81 M_h2o@c + 3.547 M_nad@c + 13.0279 M_nadph@c + 1.7867 M_oaa@c + 0.5191 M_pep@c + 2.8328 M_pyr@c + 0.8977 M_r5p@c --> 59.81 M_adp@c + 4.1182 M_akg@c + 3.7478 M_coa@c + 59.81 M_h@c + 3.547 M_nadh@c + 13.0279 M_nadp@c + 59.81 M_pi@c + 1 BIOMASS@c	BIOMASS_Ecoli_core_w_GAM				biggR:BIOMASS_Ecoli_core_w_GAM;mnx:MNXR96280
CO2t	1 M_co2@e <==> 1 M_co2@c	CO2t				biggR:CO2t;metacycR:TRANS-RXN0-545;mnx:MNXR96810;reactomeR:R-ATH-1237042;reactomeR:R-ATH-1247649;reactomeR:R-BTA-1237042;reactomeR:R-BTA-1237069;reactomeR:R-BTA-1247645;reactomeR:R-BTA-1247649;reactomeR:R-CEL-1237069;reactomeR:R-CEL-1247645;reactomeR:R-CFA-1237042;reactomeR:R-CFA-1237069;reactomeR:R-CFA-1247645;reactomeR:R-CFA-1247649;reactomeR:R-DDI-1237042;reactomeR:R-DDI-1237069;reactomeR:R-DDI-1247645;reactomeR:R-DDI-1247649;reactomeR:R-DME-1237042;reactomeR:R-DME-1237069;reactomeR:R-DME-1247645;reactomeR:R-DME-1247649;reactomeR:R-DRE-1237042;reactomeR:R-DRE-1237069;reactomeR:R-DRE-1247645;reactomeR:R-DRE-1247649;reactomeR:R-GGA-1237042;reactomeR:R-GGA-1237069;reactomeR:R-GGA-1247645;reactomeR:R-GGA-1247649;reactomeR:R-HSA-1237042;reactomeR:R-HSA-1237069;reactomeR:R-HSA-1247645;reactomeR:R-HSA-1247649;reactomeR:R-MMU-1237042;reactomeR:R-MMU-1237069;reactomeR:R-MMU-1247645;reactomeR:R-MMU-1247649;reactomeR:R-OSA-1237042;reactomeR:R-OSA-1247649;reactomeR:R-RNO-1237042;reactomeR:R-RNO-1237069;reactomeR:R-RNO-1247645;reactomeR:R-RNO-1247649;reactomeR:R-SCE-1237042;reactomeR:R-SCE-1247649;reactomeR:R-SSC-1237042;reactomeR:R-SSC-1237069;reactomeR:R-SSC-1247645;reactomeR:R-SSC-1247649;reactomeR:R-TGU-1237042;reactomeR:R-TGU-1237069;reactomeR:R-TGU-1247645;reactomeR:R-TGU-1247649;reactomeR:R-XTR-1237069;reactomeR:R-XTR-1247645;seedR:rxn05467;seedR:rxn08237;seedR:rxn08238;seedR:rxn09706;seedR:rxn09775;seedR:rxn09821;seedR:rxn09860;seedR:rxn09876
CS	1 M_accoa@c + 1 M_h2o@c + 1 M_oaa@c --> 1 M_cit@c + 1 M_coa@c + 1 M_h@c	CS		2.3.3.1;2.3.3.16;2.3.3.3		biggR:CS;keggR:R00351;metacycR:CITSYN-RXN;metacycR:RXN-14905;mnx:MNXR96920;reactomeR:R-ATH-70975;reactomeR:R-BTA-70975;reactomeR:R-CEL-70975;reactomeR:R-CFA-70975;reactomeR:R-DDI-70975;reactomeR:R-DME-70975;reactomeR:R-DRE-70975;reactomeR:R-GGA-373006;reactomeR:R-GGA-70975;reactomeR:R-HSA-70975;reactomeR:R-MMU-70975;reactomeR:R-OSA-70975;reactomeR:R-PFA-70975;reactomeR:R-RNO-70975;reactomeR:R-SCE-70975;reactomeR:R-SPO-70975;reactomeR:R-SSC-70975;reactomeR:R-XTR-70975;rheaR:16845;rheaR:16846;rheaR:16847;rheaR:16848;sabiork:267;seedR:rxn00256
CYTBD	2 M_h@c + 0.5 M_o2@c + 1 M_q8h2@c --> 1 M_h2o@c + 2 M_h@e + 1 M_q8@c	CYTBD				biggR:CYTBD;mnx:MNXR97031;seedR:rxn08288;seedR:rxn10112;seedR:rxn12494
D_LACt2	1 M_h@e + 1 M_lac__D@e <==> 1 M_h@c + 1 M_lac__D@c	D_LACt2				biggR:D_LACt2;metacycR:TRANS-RXN0-515;mnx:MNXR97838;seedR:rxn08350;seedR:rxn09772;seedR:rxn10171
ENO	1 M_2pg@c <==> 1 M_h2o@c + 1 M_pep@c	ENO		4.2.1.11		biggR:ENO;keggR:R00658;metacycR:2PGADEHYDRAT-RXN;mnx:MNXR97932;reactomeR:R-ATH-70494;reactomeR:R-ATH-71660;reactomeR:R-BTA-70494;reactomeR:R-BTA-71660;reactomeR:R-CEL-70494;reactomeR:R-CEL-71660;reactomeR:R-CFA-70494;reactomeR:R-CFA-71660;reactomeR:R-DDI-70494;reactomeR:R-DDI-71660;reactomeR:R-DME-70494;reactomeR:R-DME-71660;reactomeR:R-DRE-70494;reactomeR:R-DRE-71660;reactomeR:R-GGA-352981;reactomeR:R-GGA-353044;reactomeR:R-GGA-70494;reactomeR:R-GGA-71660;reactomeR:R-HSA-70494;reactomeR:R-HSA-71660;reactomeR:R-MMU-70494;reactomeR:R-MMU-71660;reactomeR:R-OSA-70494;reactomeR:R-OSA-71660;reactomeR:R-PFA-70494;reactomeR:R-PFA-71660;reactomeR:R-RNO-70494;reactomeR:R-RNO-71660;reactomeR:R-SCE-70494;reactomeR:R-SCE-71660;reactomeR:R-SPO-70494;reactomeR:R-SPO-71660;reactomeR:R-SSC-70494;reactomeR:R-SSC-71660;reactomeR:R-TGU-70494;reactomeR:R-TGU-71660;reactomeR:R-XTR-70494;reactomeR:R-XTR-71660;rheaR:10164;rheaR:10165;rheaR:10166;rheaR:10167;sabiork:8;seedR:rxn00459
ETOHt2r	1 M_etoh@e + 1 M_h@e <==> 1 M_etoh@c + 1 M_h@c	ETOHt2r				biggR:ETOHt2r;mnx:MNXR97981;seedR:rxn08427;seedR:rxn10146
EX_ac_e	1 M_ac@e --> 1 M_ac@BOUNDARY	EX_ac_e				biggR:EX_ac_e;metacycR:RXN0-1981;metacycR:TRANS-RXN0-567;mnx:MNXR95431;rheaR:27814;rheaR:27815;rheaR:27816;rheaR:27817;sabiork:12184;seedR:rxn08063;seedR:rxn09787;seedR:rxn09866;seedR:rxn10904
EX_acald_e	1 M_acald@e --> 1 M_acald@BOUNDARY	EX_acald_e				biggR:EX_acald_e;mnx:MNXR95212;reactomeR:R-HSA-449872;seedR:rxn08032;seedR:rxn08033;seedR:rxn09700;seedR:rxn13212
EX_akg_e	1 M_akg@e --> 1 M_akg@BOUNDARY	EX_akg_e				biggR:EX_akg_e;mnx:MNXR95663;sabiork:13794;seedR:rxn08096;seedR:rxn10923;seedR:rxn13220
EX_co2_e	1 M_co2@e <==> 1 M_co2@BOUNDARY	EX_co2_e				biggR:EX_co2_e;metacycR:TRANS-RXN0-545;mnx:MNXR96810;reactomeR:R-ATH-1237042;reactomeR:R-ATH-1247649;reactomeR:R-BTA-1237042;reactomeR:R-BTA-1237069;reactomeR:R-BTA-1247645;reactomeR:R-BTA-1247649;reactomeR:R-CEL-1237069;reactomeR:R-CEL-1247645;reactomeR:R-CFA-1237042;reactomeR:R-CFA-1237069;reactomeR:R-CFA-1247645;reactomeR:R-CFA-1247649;reactomeR:R-DDI-1237042;reactomeR:R-DDI-1237069;reactomeR:R-DDI-1247645;reactomeR:R-DDI-1247649;reactomeR:R-DME-1237042;reactomeR:R-DME-1237069;reactomeR:R-DME-1247645;reactomeR:R-DME-1247649;reactomeR:R-DRE-1237042;reactomeR:R-DRE-1237069;reactomeR:R-DRE-1247645;reactomeR:R-DRE-1247649;reactomeR:R-GGA-1237042;reactomeR:R-GGA-1237069;reactomeR:R-GGA-1247645;reactomeR:R-GGA-1247649;reactomeR:R-HSA-1237042;reactomeR:R-HSA-1237069;reactomeR:R-HSA-1247645;reactomeR:R-HSA-1247649;reactomeR:R-MMU-1237042;reactomeR:R-MMU-1237069;reactomeR:R-MMU-1247645;reactomeR:R-MMU-1247649;reactomeR:R-OSA-1237042;reactomeR:R-OSA-1247649;reactomeR:R-RNO-1237042;reactomeR:R-RNO-1237069;reactomeR:R-RNO-1247645;reactomeR:R-RNO-1247649;reactomeR:R-SCE-1237042;reactomeR:R-SCE-1247649;reactomeR:R-SSC-1237042;reactomeR:R-SSC-1237069;reactomeR:R-SSC-1247645;reactomeR:R-SSC-1247649;reactomeR:R-TGU-1237042;reactomeR:R-TGU-1237069;reactomeR:R-TGU-1247645;reactomeR:R-TGU-1247649;reactomeR:R-XTR-1237069;reactomeR:R-XTR-1247645;seedR:rxn05467;seedR:rxn08237;seedR:rxn08238;seedR:rxn09706;seedR:rxn09775;seedR:rxn09821;seedR:rxn09860;seedR:rxn09876
EX_etoh_e	1 M_etoh@e --> 1 M_etoh@BOUNDARY	EX_etoh_e				biggR:EX_etoh_e;metacycR:TRANS-RXN0-546;mnx:MNXR97980;rheaR:35267;rheaR:35268;rheaR:35269;rheaR:35270;seedR:rxn08428;seedR:rxn09683;seedR:rxn09764
EX_for_e	1 M_for@e --> 1 M_for@BOUNDARY	EX_for_e				biggR:EX_for_e;metacycR:TRANS-RXN-1;mnx:MNXR99620;reactomeR:R-HSA-6803255;rheaR:29679;rheaR:29680;rheaR:29681;rheaR:29682;sabiork:12483;seedR:rxn08525;seedR:rxn08526;seedR:rxn09682;seedR:rxn09754
EX_fru_e	1 M_fru@e --> 1 M_fru@BOUNDARY	EX_fru_e				biggR:EX_fru_e;mnx:MNXR99663;reactomeR:R-ATH-189222;reactomeR:R-BTA-189222;reactomeR:R-CFA-189222;reactomeR:R-DDI-189222;reactomeR:R-DME-189222;reactomeR:R-DRE-189222;reactomeR:R-GGA-189222;reactomeR:R-HSA-189222;reactomeR:R-MMU-189222;reactomeR:R-OSA-189222;reactomeR:R-RNO-189222;reactomeR:R-SCE-189222;reactomeR:R-SSC-189222;reactomeR:R-TGU-189222;reactomeR:R-XTR-189222;sabiork:13415;seedR:rxn08537;seedR:rxn12996
EX_fum_e	1 M_fum@e --> 1 M_fum@BOUNDARY	EX_fum_e				biggR:EX_fum_e;metacycR:TRANS-RXN0-553;mnx:MNXR99715;seedR:rxn08544;seedR:rxn11013
EX_glc__D_e	1 M_glc__D@e <==> 1 M_glc__D@BOUNDARY	EX_glc__D_e				biggR:EX_glc__D_e;metacycR:TRANS-RXN0-574;mnx:MNXR100188;sabiork:601;sabiork:7002;seedR:rxn08617;seedR:rxn09679;seedR:rxn09875
EX_gln__L_e	1 M_gln__L@e --> 1 M_gln__L@BOUNDARY	EX_gln__L_e				biggR:EX_gln__L_e;metacycR:TRANS-RXN-233;mnx:MNXR100259;reactomeR:R-BTA-212614;reactomeR:R-CFA-212614;reactomeR:R-GGA-212614;reactomeR:R-HSA-212614;reactomeR:R-HSA-212651;reactomeR:R-MMU-212614;reactomeR:R-RNO-212614;reactomeR:R-SCE-212614;reactomeR:R-SSC-212614;reactomeR:R-TGU-212614;sabiork:13421;seedR:rxn08625;seedR:rxn10928
EX_glu__L_e	1 M_glu__L@e --> 1 M_glu__L@BOUNDARY	EX_glu__L_e				biggR:EX_glu__L_e;metacycR:TRANS-RXN-232;metacycR:TRANS-RXN-234;mnx:MNXR100301;reactomeR:R-BTA-210439;reactomeR:R-CEL-210439;reactomeR:R-CFA-210439;reactomeR:R-DME-210439;reactomeR:R-DRE-210439;reactomeR:R-GGA-210439;reactomeR:R-HSA-210439;reactomeR:R-HSA-212658;reactomeR:R-MMU-210439;reactomeR:R-RNO-210439;reactomeR:R-SSC-210439;reactomeR:R-TGU-210439;reactomeR:R-XTR-210439;sabiork:12283;seedR:rxn08633;seedR:rxn09750;seedR:rxn10917;seedR:rxn13120;seedR:rxn13304
EX_h2o_e	1 M_h2o@e <==> 1 M_h2o@BOUNDARY	EX_h2o_e				biggR:EX_h2o_e;metacycR:TRANS-RXN-145;metacycR:TRANS-RXN0-547;mnx:MNXR98641;reactomeR:R-ATH-432010;reactomeR:R-ATH-432054;reactomeR:R-ATH-432065;reactomeR:R-ATH-432067;reactomeR:R-ATH-507868;reactomeR:R-ATH-507870;reactomeR:R-BTA-432010;reactomeR:R-BTA-432054;reactomeR:R-BTA-432065;reactomeR:R-BTA-432067;reactomeR:R-BTA-445714;reactomeR:R-BTA-507868;reactomeR:R-BTA-507870;reactomeR:R-CEL-445714;reactomeR:R-CEL-507868;reactomeR:R-CEL-507870;reactomeR:R-CFA-432010;reactomeR:R-CFA-432054;reactomeR:R-CFA-432065;reactomeR:R-CFA-432067;reactomeR:R-CFA-445714;reactomeR:R-CFA-507868;reactomeR:R-CFA-507870;reactomeR:R-DDI-432010;reactomeR:R-DDI-432054;reactomeR:R-DDI-432065;reactomeR:R-DDI-432067;reactomeR:R-DDI-507868;reactomeR:R-DDI-507870;reactomeR:R-DME-432010;reactomeR:R-DME-432054;reactomeR:R-DME-432065;reactomeR:R-DME-432067;reactomeR:R-DME-507868;reactomeR:R-DME-507870;reactomeR:R-DRE-432010;reactomeR:R-DRE-432054;reactomeR:R-DRE-432067;reactomeR:R-DRE-445714;reactomeR:R-DRE-507868;reactomeR:R-DRE-507870;reactomeR:R-GGA-432010;reactomeR:R-GGA-432054;reactomeR:R-GGA-432065;reactomeR:R-GGA-432067;reactomeR:R-GGA-445714;reactomeR:R-GGA-507868;reactomeR:R-GGA-507870;reactomeR:R-HSA-432010;reactomeR:R-HSA-432054;reactomeR:R-HSA-432065;reactomeR:R-HSA-432067;reactomeR:R-HSA-445714;reactomeR:R-HSA-507868;reactomeR:R-HSA-507870;reactomeR:R-MMU-432010;reactomeR:R-MMU-432054;reactomeR:R-MMU-432065;reactomeR:R-MMU-432067;reactomeR:R-MMU-445714;reactomeR:R-MMU-507868;reactomeR:R-MMU-507870;reactomeR:R-OSA-432010;reactomeR:R-OSA-432054;reactomeR:R-OSA-432065;reactomeR:R-OSA-432067;reactomeR:R-OSA-507868;reactomeR:R-OSA-507870;reactomeR:R-PFA-445714;reactomeR:R-PFA-507868;reactomeR:R-PFA-507870;reactomeR:R-RNO-432010;reactomeR:R-RNO-432054;reactomeR:R-RNO-432065;reactomeR:R-RNO-432067;reactomeR:R-RNO-445714;reactomeR:R-RNO-507868;reactomeR:R-RNO-507870;reactomeR:R-SCE-432010;reactomeR:R-SCE-432054;reactomeR:R-SCE-432065;reactomeR:R-SCE-432067;reactomeR:R-SCE-445714;reactomeR:R-SCE-507868;reactomeR:R-SCE-507870;reactomeR:R-SPO-445714;reactomeR:R-SPO-507868;reactomeR:R-SPO-507870;reactomeR:R-SSC-432010;reactomeR:R-SSC-432054;reactomeR:R-SSC-432065;reactomeR:R-SSC-432067;reactomeR:R-SSC-445714;reactomeR:R-SSC-507868;reactomeR:R-SSC-507870;reactomeR:R-TGU-432010;reactomeR:R-TGU-432054;reactomeR:R-TGU-432065;reactomeR:R-TGU-432067;reactomeR:R-TGU-445714;reactomeR:R-TGU-507868;reactomeR:R-TGU-507870;reactomeR:R-XTR-432067;reactomeR:R-XTR-445714;reactomeR:R-XTR-507868;reactomeR:R-XTR-507870;rheaR:29667;rheaR:29668;rheaR:29669;rheaR:29670;seedR:rxn05319;seedR:rxn08686;seedR:rxn08687;seedR:rxn09643;seedR:rxn09745;seedR:rxn09812;seedR:rxn09838;seedR:rxn09874
EX_h_e	1 M_h@e <==> 1 M_h@BOUNDARY	EX_h_e				biggR:EX_h_e;metacycR:RXN-14452;mnx:MNXR100765;reactomeR:R-ATH-170026;reactomeR:R-ATH-74723;reactomeR:R-BTA-170026;reactomeR:R-BTA-2534378;reactomeR:R-BTA-74723;reactomeR:R-CEL-170026;reactomeR:R-CEL-74723;reactomeR:R-CFA-170026;reactomeR:R-CFA-2534378;reactomeR:R-CFA-74723;reactomeR:R-DDI-74723;reactomeR:R-DME-170026;reactomeR:R-DME-74723;reactomeR:R-DRE-170026;reactomeR:R-DRE-2534378;reactomeR:R-DRE-74723;reactomeR:R-GGA-170026;reactomeR:R-GGA-2534378;reactomeR:R-GGA-74723;reactomeR:R-HSA-170026;reactomeR:R-HSA-2534378;reactomeR:R-HSA-74723;reactomeR:R-MMU-170026;reactomeR:R-MMU-2534378;reactomeR:R-MMU-74723;reactomeR:R-OSA-170026;reactomeR:R-PFA-74723;reactomeR:R-RNO-170026;reactomeR:R-RNO-2534378;reactomeR:R-RNO-74723;reactomeR:R-SCE-170026;reactomeR:R-SCE-74723;reactomeR:R-SPO-74723;reactomeR:R-SSC-170026;reactomeR:R-SSC-2534378;reactomeR:R-SSC-74723;reactomeR:R-TGU-170026;reactomeR:R-TGU-2534378;reactomeR:R-TGU-74723;reactomeR:R-XTR-170026;reactomeR:R-XTR-2534378;reactomeR:R-XTR-74723;rheaR:34979;rheaR:34980;rheaR:34981;rheaR:34982;seedR:rxn08730;seedR:rxn11009
EX_lac__D_e	1 M_lac__D@e --> 1 M_lac__D@BOUNDARY	EX_lac__D_e				biggR:EX_lac__D_e;mnx:MNXR97840;sabiork:12471;seedR:rxn08351
EX_mal__L_e	1 M_mal__L@e --> 1 M_mal__L@BOUNDARY	EX_mal__L_e				biggR:EX_mal__L_e;metacycR:TRANS-RXN-224;metacycR:TRANS-RXN-225;mnx:MNXR101367;sabiork:13793;seedR:rxn08868;seedR:rxn10967
EX_nh4_e	1 M_nh4@e <==> 1 M_nh4@BOUNDARY	EX_nh4_e				biggR:EX_nh4_e;metacycR:RXN-9615;metacycR:TRANS-RXN0-206;metacycR:TRANS-RXN0-544;mnx:MNXR101950;reactomeR:R-BTA-444416;reactomeR:R-CEL-444416;reactomeR:R-CFA-444416;reactomeR:R-DDI-444416;reactomeR:R-DME-444416;reactomeR:R-DRE-444416;reactomeR:R-GGA-444416;reactomeR:R-HSA-444416;reactomeR:R-MMU-444416;reactomeR:R-RNO-444416;reactomeR:R-SSC-444416;reactomeR:R-TGU-444416;reactomeR:R-XTR-444416;rheaR:28747;rheaR:28748;rheaR:28749;rheaR:28750;sabiork:11683;seedR:rxn05466;seedR:rxn08986;seedR:rxn08987;seedR:rxn09736;seedR:rxn09835;seedR:rxn13364
EX_o2_e	1 M_o2@e <==> 1 M_o2@BOUNDARY	EX_o2_e				biggR:EX_o2_e;metacycR:TRANS-RXN0-474;mnx:MNXR102090;seedR:rxn05468;seedR:rxn09031;seedR:rxn09032;seedR:rxn09641;seedR:rxn09734
EX_pi_e	1 M_pi@e <==> 1 M_pi@BOUNDARY	EX_pi_e				biggR:EX_pi_e;metacycR:TRANS-RXN0-470;mnx:MNXR102871;rheaR:32823;rheaR:32824;rheaR:32825;rheaR:32826;sabiork:10985;seedR:rxn09121;seedR:rxn09722;seedR:rxn10838;seedR:rxn13178
EX_pyr_e	1 M_pyr@e --> 1 M_pyr@BOUNDARY	EX_pyr_e				biggR:EX_pyr_e;metacycR:TRANS-RXN0-506;metacycR:TRANS-RXN0-570;mnx:MNXR103384;sabiork:12168;seedR:rxn09218;seedR:rxn10929
EX_succ_e	1 M_succ@e --> 1 M_succ@BOUNDARY	EX_succ_e				biggR:EX_succ_e;metacycR:TRANS-RXN0-552;mnx:MNXR104619;seedR:rxn09271;seedR:rxn10952
FBA	1 M_fdp@c <==> 1 M_dhap@c + 1 M_g3p@c	FBA		4.1.2.13		biggR:FBA;keggR:R01068;mnx:MNXR99459;rheaR:14729;rheaR:14730;rheaR:14731;rheaR:14732;sabiork:1338;seedR:rxn00786
FBP	1 M_fdp@c + 1 M_h2o@c --> 1 M_f6p@c + 1 M_pi@c	FBP		3.1.3.11		biggR:FBP;mnx:MNXR99465;rheaR:11064;rheaR:11065;rheaR:11066;rheaR:11067;sabiork:2084
FORt	1 M_for@e <==> 1 M_for@c	FORt				biggR:FORt;metacycR:TRANS-RXN-1;mnx:MNXR99620;reactomeR:R-HSA-6803255;rheaR:29679;rheaR:29680;rheaR:29681;rheaR:29682;sabiork:12483;seedR:rxn08525;seedR:rxn08526;seedR:rxn09682;seedR:rxn09754
FORt2	1 M_for@e + 1 M_h@e --> 1 M_for@c + 1 M_h@c	FORt2				biggR:FORt2;mnx:MNXR99621;seedR:rxn05559;seedR:rxn08524
FRD7	1 M_fum@c + 1 M_q8h2@c --> 1 M_q8@c + 1 M_succ@c	FRD7				biggR:FRD7;mnx:MNXR99641;rheaR:29187;rheaR:29188;rheaR:29189;rheaR:29190;seedR:rxn09272
FRUpts2	1 M_fru@e + 1 M_pep@c --> 1 M_f6p@c + 1 M_pyr@c	FRUpts2				biggR:FRUpts2;mnx:MNXR99662
