#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
ENSG00000006071		ensembl:ENSG00000006071;ensembl:ENSP00000303960;ensembl:ENSP00000374467;ensembl:ENSP00000431653;ensembl:ENSP00000433638;ensembl:ENSP00000434893;ensembl:ENSP00000435378;ensembl:ENSP00000437233;ensembl:ENSP00000493558;ensembl:ENSP00000493601;ensembl:ENSP00000493677;ensembl:ENSP00000493720;ensembl:ENSP00000493749;ensembl:ENSP00000494101;ensembl:ENSP00000494321;ensembl:ENSP00000494407;ensembl:ENSP00000494450;ensembl:ENSP00000494519;ensembl:ENSP00000494564;ensembl:ENSP00000494567;ensembl:ENSP00000494791;ensembl:ENSP00000494874;ensembl:ENSP00000495025;ensembl:ENSP00000495085;ensembl:ENSP00000495259;ensembl:ENSP00000495378;ensembl:ENSP00000495389;ensembl:ENSP00000495427;ensembl:ENSP00000495516;ensembl:ENSP00000495532;ensembl:ENSP00000495697;ensembl:ENSP00000495744;ensembl:ENSP00000495891;ensembl:ENSP00000496070;ensembl:ENSP00000496124;ensembl:ENSP00000496282;ensembl:ENSP00000496309;ensembl:ENSP00000496714;ensembl:ENSP00000496741;ensembl:ENSP00000506841;ensembl:ENSP00000506935;ensembl:ENSP00000507005;ensembl:ENSP00000507094;ensembl:ENSP00000507143;ensembl:ENSP00000507496;ensembl:ENSP00000507506;ensembl:ENSP00000507705;ensembl:ENSP00000507768;ensembl:ENSP00000507829;ensembl:ENSP00000508229;ensembl:ENSP00000508265;ensembl:ENSP00000508318;ensembl:ENST00000302539;ensembl:ENST00000389817;ensembl:ENST00000524561;ensembl:ENST00000525022;ensembl:ENST00000526002;ensembl:ENST00000526037;ensembl:ENST00000526168;ensembl:ENST00000526921;ensembl:ENST00000527905;ensembl:ENST00000528202;ensembl:ENST00000528374;ensembl:ENST00000529967;ensembl:ENST00000530147;ensembl:ENST00000531137;ensembl:ENST00000531642;ensembl:ENST00000531891;ensembl:ENST00000531911;ensembl:ENST00000532220;ensembl:ENST00000532728;ensembl:ENST00000612903;ensembl:ENST00000635881;ensembl:ENST00000642271;ensembl:ENST00000642579;ensembl:ENST00000642611;ensembl:ENST00000642902;ensembl:ENST00000643260;ensembl:ENST00000643562;ensembl:ENST00000643925;ensembl:ENST00000644057;ensembl:ENST00000644447;ensembl:ENST00000644472;ensembl:ENST00000644484;ensembl:ENST00000644542;ensembl:ENST00000644649;ensembl:ENST00000644675;ensembl:ENST00000644757;ensembl:ENST00000644772;ensembl:ENST00000645004;ensembl:ENST00000645076;ensembl:ENST00000645417;ensembl:ENST00000645744;ensembl:ENST00000645760;ensembl:ENST00000645884;ensembl:ENST00000646003;ensembl:ENST00000646207;ensembl:ENST00000646276;ensembl:ENST00000646592;ensembl:ENST00000646737;ensembl:ENST00000646902;ensembl:ENST00000646993;ensembl:ENST00000647013;ensembl:ENST00000647015;ensembl:ENST00000647086;ensembl:ENST00000647158;ensembl:ENST00000682051;ensembl:ENST00000682053;ensembl:ENST00000682091;ensembl:ENST00000682110;ensembl:ENST00000682140;ensembl:ENST00000682185;ensembl:ENST00000682199;ensembl:ENST00000682204;ensembl:ENST00000682215;ensembl:ENST00000682288;ensembl:ENST00000682442;ensembl:ENST00000682528;ensembl:ENST00000682673;ensembl:ENST00000682805;ensembl:ENST00000682863;ensembl:ENST00000682965;ensembl:ENST00000683066;ensembl:ENST00000683093;ensembl:ENST00000683136;ensembl:ENST00000683153;ensembl:ENST00000683253;ensembl:ENST00000683365;ensembl:ENST00000683377;ensembl:ENST00000683456;ensembl:ENST00000683522;ensembl:ENST00000683531;ensembl:ENST00000683562;ensembl:ENST00000683693;ensembl:ENST00000683725;ensembl:ENST00000683808;ensembl:ENST00000684010;ensembl:ENST00000684014;ensembl:ENST00000684157;ensembl:ENST00000684221;ensembl:ENST00000684253;ensembl:ENST00000684288;ensembl:ENST00000684313;ensembl:ENST00000684332;ensembl:ENST00000684371;ensembl:ENST00000684404;ensembl:ENST00000684442;ensembl:ENST00000684555;ensembl:ENST00000684571;ensembl:ENST00000684593;ensembl:ENST00000684614;ensembl:ENST00000684711;hgnc.symbol:ABCC8;ncbigene:6833;uniprot:Q09428	ENSG00000006071
ENSG00000006530		ensembl:ENSG00000006530;ensembl:ENSP00000418101;ensembl:ENSP00000418789;ensembl:ENSP00000420540;ensembl:ENSP00000420776;ensembl:ENSP00000487274;ensembl:ENSP00000496789;ensembl:ENSP00000496835;ensembl:ENSP00000497039;ensembl:ENSP00000497280;ensembl:ENSP00000497358;ensembl:ENSP00000497457;ensembl:ENSP00000497666;ensembl:ENSP00000497848;ensembl:ENSP00000497945;ensembl:ENSP00000497984;ensembl:ENSP00000498112;ensembl:ENSP00000498193;ensembl:ENST00000465241;ensembl:ENST00000473247;ensembl:ENST00000473884;ensembl:ENST00000492693;ensembl:ENST00000494053;ensembl:ENST00000494688;ensembl:ENST00000495028;ensembl:ENST00000496273;ensembl:ENST00000496784;ensembl:ENST00000629555;ensembl:ENST00000647568;ensembl:ENST00000647898;ensembl:ENST00000648068;ensembl:ENST00000648395;ensembl:ENST00000648489;ensembl:ENST00000648690;ensembl:ENST00000649014;ensembl:ENST00000649286;ensembl:ENST00000649365;ensembl:ENST00000649538;ensembl:ENST00000649790;ensembl:ENST00000649914;ensembl:ENST00000650006;ensembl:ENST00000650365;ensembl:ENST00000650547;hgnc.symbol:AGK;ncbigene:55750;uniprot:Q53H12	ENSG00000006530
ENSG00000006534		ensembl:ENSG00000006534;ensembl:ENSP00000473990;ensembl:ENSP00000477789;ensembl:ENSP00000478380;ensembl:ENSP00000478486;ensembl:ENSP00000478632;ensembl:ENSP00000479948;ensembl:ENSP00000481604;ensembl:ENSP00000483988;ensembl:ENSP00000484901;ensembl:ENST00000342456;ensembl:ENST00000527514;ensembl:ENST00000612297;ensembl:ENST00000614849;ensembl:ENST00000615368;ensembl:ENST00000615463;ensembl:ENST00000616697;ensembl:ENST00000617288;ensembl:ENST00000617449;ensembl:ENST00000619675;hgnc.symbol:ALDH3B1;ncbigene:221;uniprot:P43353	ENSG00000006534
ENSG00000006625		ensembl:ENSG00000006625;ensembl:ENSP00000005374;ensembl:ENSP00000275428;ensembl:ENSP00000386610;ensembl:ENSP00000386686;ensembl:ENSP00000387235;ensembl:ENSP00000387809;ensembl:ENSP00000390094;ensembl:ENSP00000408015;ensembl:ENST00000005374;ensembl:ENST00000275428;ensembl:ENST00000409144;ensembl:ENST00000409390;ensembl:ENST00000409436;ensembl:ENST00000426081;ensembl:ENST00000440082;ensembl:ENST00000447901;hgnc.symbol:GGCT;ncbigene:79017;uniprot:O75223	ENSG00000006625
ENSG00000006695		ensembl:ENSG00000006695;ensembl:ENSP00000261643;ensembl:ENSP00000397750;ensembl:ENSP00000462190;ensembl:ENSP00000462512;ensembl:ENSP00000499396;ensembl:ENSP00000499450;ensembl:ENST00000261643;ensembl:ENST00000429152;ensembl:ENST00000458492;ensembl:ENST00000580561;ensembl:ENST00000581931;ensembl:ENST00000664217;ensembl:ENST00000670279;hgnc.symbol:COX10;ncbigene:1352;uniprot:Q12887	ENSG00000006695
ENSG00000006756		ensembl:ENSG00000006756;ensembl:ENSP00000370546;ensembl:ENSP00000409180;ensembl:ENSP00000453789;ensembl:ENST00000217890;ensembl:ENST00000381154;ensembl:ENST00000458014;ensembl:ENST00000481340;ensembl:ENST00000494870;ensembl:ENST00000495294;ensembl:ENST00000559324;hgnc.symbol:ARSD;ncbigene:414;uniprot:P51689	ENSG00000006756
ENSG00000006757		ensembl:ENSG00000006757;ensembl:ENSP00000370430;ensembl:ENSP00000406698;ensembl:ENSP00000415245;ensembl:ENSP00000443157;ensembl:ENST00000381042;ensembl:ENST00000442940;ensembl:ENST00000444736;ensembl:ENST00000537427;hgnc.symbol:PNPLA4;ncbigene:8228;uniprot:P41247	ENSG00000006757
ENSG00000007001		ensembl:ENSG00000007001;ensembl:ENSP00000005756;ensembl:ENSP00000474090;ensembl:ENST00000005756;ensembl:ENST00000460456;ensembl:ENST00000489438;ensembl:ENST00000605860;hgnc.symbol:UPP2;ncbigene:151531;uniprot:O95045	ENSG00000007001
ENSG00000007168		ensembl:ENSG00000007168;ensembl:ENSP00000380378;ensembl:ENSP00000460258;ensembl:ENSP00000460591;ensembl:ENSP00000461087;ensembl:ENSP00000501931;ensembl:ENSP00000501969;ensembl:ENSP00000501976;ensembl:ENSP00000502031;ensembl:ENSP00000502117;ensembl:ENSP00000502242;ensembl:ENSP00000502507;ensembl:ENSP00000502577;ensembl:ENSP00000502735;ensembl:ENSP00000502737;ensembl:ENSP00000502843;ensembl:ENST00000397193;ensembl:ENST00000397195;ensembl:ENST00000570400;ensembl:ENST00000571289;ensembl:ENST00000571495;ensembl:ENST00000572915;ensembl:ENST00000574213;ensembl:ENST00000574468;ensembl:ENST00000574816;ensembl:ENST00000575477;ensembl:ENST00000576586;ensembl:ENST00000609078;ensembl:ENST00000610190;ensembl:ENST00000674608;ensembl:ENST00000674717;ensembl:ENST00000675084;ensembl:ENST00000675202;ensembl:ENST00000675331;ensembl:ENST00000675385;ensembl:ENST00000675390;ensembl:ENST00000675430;ensembl:ENST00000675574;ensembl:ENST00000675621;ensembl:ENST00000675764;ensembl:ENST00000676077;ensembl:ENST00000676098;ensembl:ENST00000676188;ensembl:ENST00000676201;ensembl:ENST00000676353;ensembl:ENST00000676456;hgnc.symbol:PAFAH1B1;ncbigene:5048;uniprot:P43034	ENSG00000007168
ENSG00000007171		ensembl:ENSG00000007171;ensembl:ENSP00000327251;ensembl:ENSP00000482291;ensembl:ENSP00000494870;ensembl:ENST00000313735;ensembl:ENST00000621962;ensembl:ENST00000646938;hgnc.symbol:NOS2;ncbigene:4843;uniprot:P35228	ENSG00000007171
ENSG00000007216		ensembl:ENSG00000007216;ensembl:ENSP00000316202;ensembl:ENSP00000392411;ensembl:ENSP00000441935;ensembl:ENSP00000463421;ensembl:ENSP00000463457;ensembl:ENSP00000464074;ensembl:ENST00000314669;ensembl:ENST00000444914;ensembl:ENST00000459818;ensembl:ENST00000541739;ensembl:ENST00000545060;ensembl:ENST00000577903;ensembl:ENST00000579281;hgnc.symbol:SLC13A2;ncbigene:9058;uniprot:Q13183	ENSG00000007216
ENSG00000007350		ensembl:ENSG00000007350;ensembl:ENSP00000358928;ensembl:ENSP00000358931;ensembl:ENSP00000399763;ensembl:ENSP00000401111;ensembl:ENSP00000416552;ensembl:ENST00000369912;ensembl:ENST00000369915;ensembl:ENST00000426203;ensembl:ENST00000426989;ensembl:ENST00000439635;ensembl:ENST00000463884;ensembl:ENST00000465168;ensembl:ENST00000482044;hgnc.symbol:TKTL1;ncbigene:8277;uniprot:P51854	ENSG00000007350
ENSG00000007541		ensembl:ENSG00000007541;ensembl:ENSP00000026218;ensembl:ENSP00000293874;ensembl:ENSP00000326674;ensembl:ENSP00000386760;ensembl:ENSP00000387820;ensembl:ENSP00000409341;ensembl:ENSP00000410434;ensembl:ENSP00000413753;ensembl:ENSP00000439374;ensembl:ENSP00000439650;ensembl:ENSP00000489216;ensembl:ENSP00000490087;ensembl:ENSP00000490267;ensembl:ENSP00000490498;ensembl:ENSP00000490672;ensembl:ENSP00000490695;ensembl:ENST00000026218;ensembl:ENST00000293874;ensembl:ENST00000321878;ensembl:ENST00000409527;ensembl:ENST00000420990;ensembl:ENST00000422307;ensembl:ENST00000439574;ensembl:ENST00000443147;ensembl:ENST00000470411;ensembl:ENST00000476438;ensembl:ENST00000480424;ensembl:ENST00000537901;ensembl:ENST00000540241;ensembl:ENST00000540548;ensembl:ENST00000544860;ensembl:ENST00000634341;ensembl:ENST00000635205;ensembl:ENST00000635909;ensembl:ENST00000635935;ensembl:ENST00000636005;ensembl:ENST00000636657;ensembl:ENST00000637468;ensembl:ENST00000637701;ensembl:ENST00000638143;ensembl:ENST00000638152;hgnc.symbol:PIGQ;ncbigene:9091;uniprot:Q9BRB3	ENSG00000007541
