#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
mnxr100060c3	1 MNXM10@MNXC3 + 2 MNXM1@MNXC3 + 1 MNXM222@MNXC3 <-- 1 MNXM734590@MNXC3 + 1 MNXM8@MNXC3 + 1 WATER@MNXC3	GCALDD	MNXR100060	1.2.1;1.2.1.19;1.2.1.21;1.2.1.3;1.2.1.4;1.2.1.5;1.2.1.69		rheaR:20001;bigg.reaction:GCALDD;bigg.reaction:GCALDDm;bigg.reaction:R_GCALDD;bigg.reaction:R_GCALDDm;biggR:GCALDD;biggR:GCALDDm;biggR:R_GCALDD;biggR:R_GCALDDm;kegg.reaction:R01333;keggR:R01333;metacyc.reaction:GLYCOLALD-DEHYDROG-RXN;metacycR:GLYCOLALD-DEHYDROG-RXN;rhea:20001;rhea:20002;rhea:20003;rhea:20004;rheaR:20002;rheaR:20003;rheaR:20004;sabiork.reaction:434;sabiorkR:434;seed.reaction:rxn00979;seed.reaction:rxn31785;seedR:rxn00979;seedR:rxn31785
mnxr100074c3	1 MNXM1@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM735669@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM3@MNXC3 + 1 MNXM738068@MNXC3 + 1 MNXM741173@MNXC3	GLUCYS	MNXR100074	6.3.2.2		rheaR:13285;bigg.reaction:GCL;bigg.reaction:GLUCYS;bigg.reaction:R_GCL;bigg.reaction:R_GLUCYS;biggR:GCL;biggR:GLUCYS;biggR:R_GCL;biggR:R_GLUCYS;kegg.reaction:R00894;keggR:R00894;metacyc.reaction:GLUTCYSLIG-RXN;metacycR:GLUTCYSLIG-RXN;rhea:13285;rhea:13286;rhea:13287;rhea:13288;rheaR:13286;rheaR:13287;rheaR:13288;sabiork.reaction:1217;sabiorkR:1217;seed.reaction:rxn00646;seed.reaction:rxn27893;seedR:rxn00646;seedR:rxn27893
mnxr100086c3	1 MNXM1@MNXC3 + 1 MNXM20@MNXC3 + 1 MNXM729302@MNXC3 + 1 MNXM738702@MNXC3 <==> 1 MNXM5@MNXC3 + 1 MNXM741173@MNXC3 + 1 WATER@MNXC3	GLUDy	MNXR100086	1.4.1.13;1.4.1.3;1.4.1.4		rheaR:11612;bigg.reaction:GDH_nadp;bigg.reaction:GLUDy;bigg.reaction:GLUDy_1;bigg.reaction:GLUDym;bigg.reaction:R_GDH_nadp;bigg.reaction:R_GLUDy;bigg.reaction:R_GLUDy_1;bigg.reaction:R_GLUDym;biggR:GDH_nadp;biggR:GLUDy;biggR:GLUDy_1;biggR:GLUDym;biggR:R_GDH_nadp;biggR:R_GLUDy;biggR:R_GLUDy_1;biggR:R_GLUDym;kegg.reaction:R00248;keggR:R00248;metacyc.reaction:GLUTDEHYD-RXN;metacyc.reaction:RXN-20084;metacycR:GLUTDEHYD-RXN;metacycR:RXN-20084;rhea:11612;rhea:11613;rhea:11614;rhea:11615;rheaR:11613;rheaR:11614;rheaR:11615;sabiork.reaction:757;sabiorkR:757;seed.reaction:rxn00184;seed.reaction:rxn27887;seed.reaction:rxn30023;seed.reaction:rxn33943;seed.reaction:rxn34794;seedR:rxn00184;seedR:rxn27887;seedR:rxn30023;seedR:rxn33943;seedR:rxn34794
mnxr100098c3	1 MNXM1@MNXC3 + 1 MNXM729383@MNXC3 + 1 MNXM738702@MNXC3 <==> 2 MNXM490899@MNXC3 + 1 MNXM5@MNXC3	GTHOr	MNXR100098	1.6.4.2;1.8.1.7;1.8.4.2		rheaR:11740;bigg.reaction:GDR_nadp_h;bigg.reaction:GTHOm;bigg.reaction:GTHOr;bigg.reaction:R_GDR_nadp_h;bigg.reaction:R_GTHOm;bigg.reaction:R_GTHOr;biggR:GDR_nadp_h;biggR:GTHOm;biggR:GTHOr;biggR:R_GDR_nadp_h;biggR:R_GTHOm;biggR:R_GTHOr;kegg.reaction:R00115;keggR:R00115;metacyc.reaction:GLUTATHIONE-REDUCT-NADPH-RXN;metacycR:GLUTATHIONE-REDUCT-NADPH-RXN;rhea:11740;rhea:11741;rhea:11742;rhea:11743;rheaR:11741;rheaR:11742;rheaR:11743;sabiork.reaction:695;sabiorkR:695;seed.reaction:rxn00086;seed.reaction:rxn19841;seed.reaction:rxn19842;seed.reaction:rxn32133;seedR:rxn00086;seedR:rxn19841;seedR:rxn19842;seedR:rxn32133
mnxr100099c3	1 MNXM1189@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM1561@MNXC3 + 1 WATER@MNXC3	GTPDPDP	MNXR100099	3.6.1.11;3.6.1.40		rheaR:13073;bigg.reaction:GDTP;bigg.reaction:GTPDPDP;bigg.reaction:R_GDTP;bigg.reaction:R_GTPDPDP;biggR:GDTP;biggR:GTPDPDP;biggR:R_GDTP;biggR:R_GTPDPDP;kegg.reaction:R03409;keggR:R03409;metacyc.reaction:PPPGPPHYDRO-RXN;metacycR:PPPGPPHYDRO-RXN;rhea:13073;rhea:13074;rhea:13075;rhea:13076;rheaR:13074;rheaR:13075;rheaR:13076;seed.reaction:rxn02449;seed.reaction:rxn33412;seedR:rxn02449;seedR:rxn33412
mnxr100113c3	1 MNXM1378@MNXC3 + 1 MNXM5@MNXC3 + 1 WATER@MNXC3 <==> 1 MNXM1406@MNXC3 + 2 MNXM1@MNXC3 + 1 MNXM738702@MNXC3	GGGABADr	MNXR100113	1.2.1.-;1.2.1.99		rheaR:28410;bigg.reaction:GGGABADr;bigg.reaction:R_GGGABADr;biggR:GGGABADr;biggR:R_GGGABADr;kegg.reaction:R07418;keggR:R07418;rhea:28410;rhea:28411;rhea:28412;rhea:28413;rheaR:28411;rheaR:28412;rheaR:28413;seed.reaction:rxn05127;seedR:rxn05127
mnxr100114c3	1 MNXM1406@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM192@MNXC3 + 1 MNXM741173@MNXC3	GGGABAH	MNXR100114	3.5.1.94		rheaR:19737;bigg.reaction:GGGABAH;bigg.reaction:R_GGGABAH;biggR:GGGABAH;biggR:R_GGGABAH;kegg.reaction:R07419;keggR:R07419;metacyc.reaction:RXN0-3942;metacycR:RXN0-3942;rhea:19737;rhea:19738;rhea:19739;rhea:19740;rheaR:19738;rheaR:19739;rheaR:19740;seed.reaction:rxn05128;seedR:rxn05128
mnxr100136c19	1 MNXM490899@MNXC19 + 1 WATER@MNXC19 --> 1 MNXM683@MNXC19 + 1 MNXM741173@MNXC19	GTHRDHpp	MNXR100136	2.3.2.2;3.4.19;3.4.19.13		rheaR:28807;bigg.reaction:GGTAe2;bigg.reaction:GTHRDH_syn;bigg.reaction:GTHRDHpp;bigg.reaction:R_GGTAe2;bigg.reaction:R_GTHRDH_syn;bigg.reaction:R_GTHRDHpp;biggR:GGTAe2;biggR:GTHRDH_syn;biggR:GTHRDHpp;biggR:R_GGTAe2;biggR:R_GTHRDH_syn;biggR:R_GTHRDHpp;kegg.reaction:R00494;keggR:R00494;metacyc.reaction:RXN-12618;metacycR:RXN-12618;rhea:28807;rhea:28808;rhea:28809;rhea:28810;rheaR:28808;rheaR:28809;rheaR:28810;sabiork.reaction:926;sabiorkR:926;seed.reaction:rxn00350;seed.reaction:rxn23048;seed.reaction:rxn28902;seed.reaction:rxn29964;seed.reaction:rxn31054;seed.reaction:rxn33431;seedR:rxn00350;seedR:rxn23048;seedR:rxn28902;seedR:rxn29964;seedR:rxn31054;seedR:rxn33431
mnxr100177c19c3	1 MNXM1105029@MNXC19 + 1 MNXM232@MNXC3 + 1 WATER@MNXC19 --> 1 MNXM191@MNXC3 + 1 MNXM1@MNXC19 + 1 MNXM341@MNXC19	GLCDpp	MNXR100177			seedR:rxn08608;bigg.reaction:GLCDe;bigg.reaction:GLCDpp;bigg.reaction:R_GLCDe;bigg.reaction:R_GLCDpp;biggR:GLCDe;biggR:GLCDpp;biggR:R_GLCDe;biggR:R_GLCDpp;seed.reaction:rxn08608;seed.reaction:rxn10116;seedR:rxn10116
mnxr100209c3c19	1 MNXM01@MNXC19 + 1 MNXM341@MNXC19 <==> 1 MNXM01@MNXC3 + 1 MNXM341@MNXC3	GLCNt2rpp	MNXR100209			rheaR:28831;bigg.reaction:GLCNt2ir;bigg.reaction:GLCNt2r;bigg.reaction:GLCNt2rpp;bigg.reaction:R_GLCNt2ir;bigg.reaction:R_GLCNt2r;bigg.reaction:R_GLCNt2rpp;biggR:GLCNt2ir;biggR:GLCNt2r;biggR:GLCNt2rpp;biggR:R_GLCNt2ir;biggR:R_GLCNt2r;biggR:R_GLCNt2rpp;metacyc.reaction:TRANS-RXN0-209;metacycR:TRANS-RXN0-209;rhea:28831;rhea:28832;rhea:28833;rhea:28834;rheaR:28832;rheaR:28833;rheaR:28834;seed.reaction:rxn05571;seed.reaction:rxn08609;seedR:rxn05571;seedR:rxn08609
mnxr100210c2b	1 MNXM341@MNXC2 --> 1 MNXM341@BOUNDARY	EX_glcn_e	MNXR100210			seedR:rxn08610;bigg.reaction:EX_glcn__D_e;bigg.reaction:EX_glcn_e;bigg.reaction:GLCNte;bigg.reaction:GLCNtex;bigg.reaction:R_EX_glcn__D_e;bigg.reaction:R_EX_glcn_e;bigg.reaction:R_GLCNte;bigg.reaction:R_GLCNtex;biggR:EX_glcn__D_e;biggR:EX_glcn_e;biggR:GLCNte;biggR:GLCNtex;biggR:R_EX_glcn__D_e;biggR:R_EX_glcn_e;biggR:R_GLCNte;biggR:R_GLCNtex;sabiork.reaction:13786;sabiorkR:13786;seed.reaction:rxn08610;seed.reaction:rxn12424;seedR:rxn12424
mnxr100210c2c19	1 MNXM341@MNXC19 <==> 1 MNXM341@MNXC2	GLCNtex	MNXR100210			seedR:rxn08610;bigg.reaction:EX_glcn__D_e;bigg.reaction:EX_glcn_e;bigg.reaction:GLCNte;bigg.reaction:GLCNtex;bigg.reaction:R_EX_glcn__D_e;bigg.reaction:R_EX_glcn_e;bigg.reaction:R_GLCNte;bigg.reaction:R_GLCNtex;biggR:EX_glcn__D_e;biggR:EX_glcn_e;biggR:GLCNte;biggR:GLCNtex;biggR:R_EX_glcn__D_e;biggR:R_EX_glcn_e;biggR:R_GLCNte;biggR:R_GLCNtex;sabiork.reaction:13786;sabiorkR:13786;seed.reaction:rxn08610;seed.reaction:rxn12424;seedR:rxn12424
mnxr100219c3	1 MNXM23@MNXC3 + 1 MNXM475@MNXC3 <-- 1 MNXM854@MNXC3	GLCRAL	MNXR100219	4.1.2.20		rheaR:27726;bigg.reaction:GLCRAL;bigg.reaction:GLCRAL_1;bigg.reaction:R_GLCRAL;bigg.reaction:R_GLCRAL_1;biggR:GLCRAL;biggR:GLCRAL_1;biggR:R_GLCRAL;biggR:R_GLCRAL_1;kegg.reaction:R02754;keggR:R02754;metacyc.reaction:KDGALDOL-RXN;metacycR:KDGALDOL-RXN;rhea:27726;rhea:27727;rhea:27728;rhea:27729;rheaR:27727;rheaR:27728;rheaR:27729;sabiork.reaction:2633;sabiorkR:2633;seed.reaction:rxn01990;seedR:rxn01990
mnxr100236c3c19	1 MNXM1105029@MNXC19 + 1 MNXM3@MNXC3 + 1 WATER@MNXC3 --> 1 MNXM1105029@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM9@MNXC3	GLCabcpp	MNXR100236	3.6.3.17;7.5.2;7.5.2.-		seedR:rxn05147;bigg.reaction:GLCabc;bigg.reaction:GLCabcpp;bigg.reaction:R_GLCabc;bigg.reaction:R_GLCabcpp;biggR:GLCabc;biggR:GLCabcpp;biggR:R_GLCabc;biggR:R_GLCabcpp;metacyc.reaction:TRANS-RXN-320;metacycR:TRANS-RXN-320;seed.reaction:rxn05147;seed.reaction:rxn08606;seedR:rxn08606
mnxr100238c3c19	1 MNXM01@MNXC19 + 1 MNXM1105029@MNXC19 --> 1 MNXM01@MNXC3 + 1 MNXM1105029@MNXC3	GLCt2pp	MNXR100238			seedR:rxn05573;bigg.reaction:GLCt2;bigg.reaction:GLCt2pp;bigg.reaction:R_GLCt2;bigg.reaction:R_GLCt2pp;biggR:GLCt2;biggR:GLCt2pp;biggR:R_GLCt2;biggR:R_GLCt2pp;metacyc.reaction:RXN0-7077;metacycR:RXN0-7077;seed.reaction:rxn05573;seed.reaction:rxn08616;seedR:rxn08616
mnxr100258c3c19	1 MNXM1@MNXC3 + 1 MNXM37@MNXC3 + 1 MNXM40333@MNXC3 + 1 MNXM9@MNXC3 <-- 1 MNXM37@MNXC19 + 1 MNXM3@MNXC3 + 1 WATER@MNXC3	GLNabcpp	MNXR100258	3.6.3.21;7.4.2.1		seedR:rxn05155;bigg.reaction:GLNabc;bigg.reaction:GLNabcpp;bigg.reaction:R_GLNabc;bigg.reaction:R_GLNabcpp;biggR:GLNabc;biggR:GLNabcpp;biggR:R_GLNabc;biggR:R_GLNabcpp;metacyc.reaction:ABC-12-RXN;metacycR:ABC-12-RXN;seed.reaction:rxn05155;seed.reaction:rxn05196;seed.reaction:rxn08624;seed.reaction:rxn11101;seed.reaction:rxn11233;seedR:rxn05196;seedR:rxn08624;seedR:rxn11101;seedR:rxn11233
mnxr100259c2b	1 MNXM37@MNXC2 --> 1 MNXM37@BOUNDARY	EX_gln__L_e	MNXR100259			seedR:rxn08625;bigg.reaction:EX_gln__L_e;bigg.reaction:GLNt;bigg.reaction:GLNtex;bigg.reaction:GLNtm;bigg.reaction:R_EX_gln__L_e;bigg.reaction:R_GLNt;bigg.reaction:R_GLNtex;bigg.reaction:R_GLNtm;bigg.reaction:R_SK_gln__L_c;bigg.reaction:SK_gln__L_c;biggR:EX_gln__L_e;biggR:GLNt;biggR:GLNtex;biggR:GLNtm;biggR:R_EX_gln__L_e;biggR:R_GLNt;biggR:R_GLNtex;biggR:R_GLNtm;biggR:R_SK_gln__L_c;biggR:SK_gln__L_c;metacyc.reaction:TRANS-RXN-233;metacycR:TRANS-RXN-233;sabiork.reaction:13421;sabiork.reaction:14547;sabiorkR:13421;sabiorkR:14547;seed.reaction:rxn08625;seed.reaction:rxn10928;seed.reaction:rxn29086;seed.reaction:rxn29087;seed.reaction:rxn33058;seedR:rxn10928;seedR:rxn29086;seedR:rxn29087;seedR:rxn33058
mnxr100259c2c19	1 MNXM37@MNXC19 <==> 1 MNXM37@MNXC2	GLNtex	MNXR100259			seedR:rxn08625;bigg.reaction:EX_gln__L_e;bigg.reaction:GLNt;bigg.reaction:GLNtex;bigg.reaction:GLNtm;bigg.reaction:R_EX_gln__L_e;bigg.reaction:R_GLNt;bigg.reaction:R_GLNtex;bigg.reaction:R_GLNtm;bigg.reaction:R_SK_gln__L_c;bigg.reaction:SK_gln__L_c;biggR:EX_gln__L_e;biggR:GLNt;biggR:GLNtex;biggR:GLNtm;biggR:R_EX_gln__L_e;biggR:R_GLNt;biggR:R_GLNtex;biggR:R_GLNtm;biggR:R_SK_gln__L_c;biggR:SK_gln__L_c;metacyc.reaction:TRANS-RXN-233;metacycR:TRANS-RXN-233;sabiork.reaction:13421;sabiork.reaction:14547;sabiorkR:13421;sabiorkR:14547;seed.reaction:rxn08625;seed.reaction:rxn10928;seed.reaction:rxn29086;seed.reaction:rxn29087;seed.reaction:rxn33058;seedR:rxn10928;seedR:rxn29086;seedR:rxn29087;seedR:rxn33058
mnxr100276c3c19	1 MNXM192@MNXC19 + 1 MNXM741173@MNXC3 <==> 1 MNXM192@MNXC3 + 1 MNXM741173@MNXC19	GLUABUTt7pp	MNXR100276			rheaR:28919;bigg.reaction:GLU4ABUTthi;bigg.reaction:GLU4ABUTtmi;bigg.reaction:GLUABUTt7;bigg.reaction:GLUABUTt7pp;bigg.reaction:R_GLU4ABUTthi;bigg.reaction:R_GLU4ABUTtmi;bigg.reaction:R_GLUABUTt7;bigg.reaction:R_GLUABUTt7pp;biggR:GLU4ABUTthi;biggR:GLU4ABUTtmi;biggR:GLUABUTt7;biggR:GLUABUTt7pp;biggR:R_GLU4ABUTthi;biggR:R_GLU4ABUTtmi;biggR:R_GLUABUTt7;biggR:R_GLUABUTt7pp;metacyc.reaction:TRANS-RXN-261;metacycR:TRANS-RXN-261;rhea:28919;rhea:28920;rhea:28921;rhea:28922;rheaR:28920;rheaR:28921;rheaR:28922;seed.reaction:rxn08628;seed.reaction:rxn10136;seed.reaction:rxn34376;seed.reaction:rxn34500;seedR:rxn08628;seedR:rxn10136;seedR:rxn34376;seedR:rxn34500
mnxr100277c3	1 MNXM1280@MNXC3 + 1 MNXM40333@MNXC3 <-- 1 MNXM3@MNXC3 + 1 MNXM741173@MNXC3	GLU5K	MNXR100277	2.7.2.11		rheaR:14877;bigg.reaction:GLU5K;bigg.reaction:GLU5Km;bigg.reaction:R_GLU5K;bigg.reaction:R_GLU5Km;biggR:GLU5K;biggR:GLU5Km;biggR:R_GLU5K;biggR:R_GLU5Km;kegg.reaction:R00239;keggR:R00239;metacyc.reaction:GLUTKIN-RXN;metacycR:GLUTKIN-RXN;rhea:14877;rhea:14878;rhea:14879;rhea:14880;rheaR:14878;rheaR:14879;rheaR:14880;sabiork.reaction:752;sabiorkR:752;seed.reaction:rxn00179;seed.reaction:rxn31391;seed.reaction:rxn38122;seed.reaction:rxn38123;seedR:rxn00179;seedR:rxn31391;seedR:rxn38122;seedR:rxn38123
mnxr100285c3c19	1 MNXM27@MNXC19 + 1 MNXM741173@MNXC19 --> 1 MNXM27@MNXC3 + 1 MNXM741173@MNXC3	GLUt4pp	MNXR100285			rheaR:29031;bigg.reaction:GLUNA1th;bigg.reaction:GLUNA1tm;bigg.reaction:GLUt4;bigg.reaction:GLUt4pp;bigg.reaction:R_GLUNA1th;bigg.reaction:R_GLUNA1tm;bigg.reaction:R_GLUt4;bigg.reaction:R_GLUt4pp;biggR:GLUNA1th;biggR:GLUNA1tm;biggR:GLUt4;biggR:GLUt4pp;biggR:R_GLUNA1th;biggR:R_GLUNA1tm;biggR:R_GLUt4;biggR:R_GLUt4pp;rhea:29031;rhea:29032;rhea:29033;rhea:29034;rheaR:29032;rheaR:29033;rheaR:29034;seed.reaction:rxn05298;seed.reaction:rxn08632;seed.reaction:rxn34377;seed.reaction:rxn34501;seedR:rxn05298;seedR:rxn08632;seedR:rxn34377;seedR:rxn34501
