#MetaNetX/TSV/enzymes.tsv 1.1
#reac_ID	complex	LB	UB	direction
mnxr100161c17	BGLR_HUMAN;KLOT_HUMAN	-1000	0	RL
mnxr100163c17	BGLR_HUMAN	-1000	0	RL
mnxr100164c15		-1000	0	RL
mnxr100165c15	GLCE_HUMAN	0	1000	LR
mnxr100166c15	CHPF2_HUMAN;CHSS1_HUMAN;CHSS2_HUMAN;CHSS3_HUMAN	-1000	0	RL
mnxr100167c15	CHPF2_HUMAN;CHSS1_HUMAN;CHSS2_HUMAN;CHSS3_HUMAN	-1000	0	RL
mnxr100168c15	CHPF2_HUMAN;CHSS1_HUMAN;CHSS2_HUMAN;CHSS3_HUMAN	0	1000	LR
mnxr100169c15	CHPF2_HUMAN;CHSS1_HUMAN;CHSS2_HUMAN;CHSS3_HUMAN	-1000	0	RL
mnxr100170c15	EXT1_HUMAN+EXT2_HUMAN	-1000	0	RL
mnxr100171c15	EXT1_HUMAN+EXT2_HUMAN	-1000	0	RL
mnxr100172c15	EXT1_HUMAN+EXT2_HUMAN	-1000	0	RL
mnxr100173c15	EXT1_HUMAN+EXT2_HUMAN	-1000	0	RL
mnxr100189c17	ANAG_HUMAN	-1000	0	RL
mnxr100190c17	ANAG_HUMAN	-1000	0	RL
mnxr100191c17	ANAG_HUMAN	-1000	0	RL
mnxr100192c17	ANAG_HUMAN	-1000	0	RL
mnxr100193c17	ANAG_HUMAN	-1000	0	RL
mnxr100194c15	ENSG00000272916;NDST1_HUMAN;NDST2_HUMAN;NDST3_HUMAN;NDST4_HUMAN	-1000	0	RL
mnxr100202c15	EXT1_HUMAN+EXT2_HUMAN;EXTL1_HUMAN;EXTL3_HUMAN	-1000	0	RL
mnxr100203c15	EXT1_HUMAN+EXT2_HUMAN;EXTL1_HUMAN;EXTL3_HUMAN	-1000	0	RL
mnxr100204c15	EXT1_HUMAN+EXT2_HUMAN;EXTL1_HUMAN;EXTL3_HUMAN	-1000	0	RL
mnxr100205c15	EXT1_HUMAN+EXT2_HUMAN;EXTL1_HUMAN;EXTL3_HUMAN	-1000	0	RL
mnxr100210c2b		-1000	1000	B
mnxr100210c2c3		-1000	1000	B
mnxr100225c3c2	SC5A1_HUMAN	0	1000	LR
mnxr100239c2c3	SC5A1_HUMAN	-1000	1000	B
mnxr100240c2c3	SC5A2_HUMAN;SC5A9_HUMAN;SC5AA_HUMAN;SC5AB_HUMAN;SC5AC_HUMAN	0	1000	LR
mnxr100241c2c3	SC5A1_HUMAN	0	1000	LR
mnxr100242c3	GDE_HUMAN	-1000	0	RL
mnxr100246c2c3	AAAT_HUMAN;YLAT2_HUMAN	-1000	0	RL
mnxr100247c2c3	AAAT_HUMAN;YLAT2_HUMAN	-1000	0	RL
mnxr100249c2c3	AAAT_HUMAN;YLAT2_HUMAN	0	1000	LR
mnxr100251c2c3	AAAT_HUMAN;YLAT2_HUMAN	0	1000	LR
mnxr100255c2c3	AAAT_HUMAN;YLAT2_HUMAN	-1000	0	RL
mnxr100259c2b		-1000	1000	B
mnxr100259c2c3	4F2_HUMAN+LAT2_HUMAN;CTR2_HUMAN;CTR3_HUMAN;LAT1_HUMAN;LAT3_HUMAN;LAT4_HUMAN;S36A1_HUMAN;SL7A1_HUMAN;YLAT1_HUMAN	-1000	1000	B
mnxr100259c3c17	S36A1_HUMAN	0	1000	LR
mnxr100259c3c4		0	1000	LR
mnxr100261c2c3	AAAT_HUMAN;S38A1_HUMAN;S38A2_HUMAN;S38A4_HUMAN;S6A14_HUMAN;S6A15_HUMAN;S6A19_HUMAN	0	1000	LR
mnxr100263c2c3	S38A3_HUMAN;S38A5_HUMAN	-1000	0	RL
mnxr100264c2c3	4F2_HUMAN+YLAT1_HUMAN;4F2_HUMAN+YLAT2_HUMAN	0	1000	LR
mnxr100265c3	PYGB_HUMAN;PYGL_HUMAN;PYGM_HUMAN	-1000	0	RL
mnxr100277c4	P5CS_HUMAN	-1000	0	RL
mnxr100278c3c4		-1000	1000	B
mnxr100282c3	FTCD_HUMAN	0	1000	LR
mnxr100285c2c3	EAA1_HUMAN;EAA2_HUMAN;EAA3_HUMAN;EAA4_HUMAN;EAA5_HUMAN;MCAT_HUMAN;S6A19_HUMAN	0	1000	LR
mnxr100286c2c3	SATT_HUMAN	-1000	0	RL
mnxr100297c3c2	VGLU1_HUMAN;VGLU2_HUMAN;VGLU3_HUMAN	-1000	0	RL
mnxr100300c3c4	GHC1_HUMAN;GHC2_HUMAN	0	1000	LR
mnxr100304c3	LDH6A_HUMAN;LDH6B_HUMAN;LDHB_HUMAN;LDHC_HUMAN;LDHD_HUMAN;UEVLD_HUMAN	-1000	0	RL
mnxr100305c13	HAOX1_HUMAN;HAOX2_HUMAN	-1000	0	RL
mnxr100306c2b		-1000	1000	B
mnxr100306c2c3		-1000	0	RL
mnxr100306c3c13		-1000	1000	B
mnxr100306c3c4		-1000	1000	B
mnxr100308c2b		-1000	1000	B
mnxr100308c2c3		-1000	1000	B
mnxr100308c3c13		-1000	1000	B
mnxr100308c3c4		0	1000	LR
mnxr100312c3	GATM_HUMAN	-1000	1000	B
mnxr100316c2c3	S6A12_HUMAN	0	1000	LR
mnxr100317c2b		-1000	1000	B
mnxr100317c3c4		-1000	1000	B
mnxr100319c2b		-1000	1000	B
mnxr100321c3c4	G6PT2_HUMAN	0	1000	LR
mnxr100325c3	GRHPR_HUMAN	0	1000	LR
mnxr100328c3	GLCTK_HUMAN	-1000	0	RL
mnxr100328c4	GLCTK_HUMAN	-1000	0	RL
mnxr100329c3		-1000	0	RL
mnxr100332c3	GRHPR_HUMAN	-1000	1000	B
mnxr100332c4	GRHPR_HUMAN	0	1000	LR
mnxr100336c3	GRHPR_HUMAN	0	1000	LR
mnxr100338c13	HAOX1_HUMAN;HAOX2_HUMAN	0	1000	LR
mnxr100338c3	HAOX1_HUMAN;HAOX2_HUMAN	0	1000	LR
mnxr100345c3	CNDP1_HUMAN;CNDP2_HUMAN	-1000	1000	B
mnxr100346c2b		-1000	1000	B
mnxr100346c2c3	S15A1_HUMAN	0	1000	LR
mnxr100350c2c3	S15A1_HUMAN	0	1000	LR
mnxr100351c2c3	S38A1_HUMAN;S38A2_HUMAN;S38A4_HUMAN;S6A14_HUMAN;S6A19_HUMAN	0	1000	LR
mnxr100352c13	OXDA_HUMAN	0	1000	LR
mnxr100353c3	GLO2_HUMAN;HAGHL_HUMAN	0	1000	LR
mnxr100353c4	GLO2_HUMAN;HAGHL_HUMAN	0	1000	LR
mnxr100355c3	GLOD4_HUMAN;LGUL_HUMAN	-1000	0	RL
mnxr100359c2c3	S15A1_HUMAN	0	1000	LR
mnxr100360c3	PEPD_HUMAN	-1000	1000	B
mnxr100361c3	TPP1_HUMAN	-1000	1000	B
mnxr100362c2c3	S15A1_HUMAN	0	1000	LR
mnxr100363c2c3	S38A5_HUMAN	-1000	0	RL
mnxr100366c3c2	VIAAT_HUMAN	-1000	0	RL
mnxr100368c2c3	S36A1_HUMAN;S36A2_HUMAN;S36A3_HUMAN;S36A4_HUMAN	0	1000	LR
mnxr100368c3c17	S36A1_HUMAN	-1000	1000	B
mnxr100371c2b		-1000	1000	B
mnxr100371c2c3	4F2_HUMAN+LAT2_HUMAN;AAA1_HUMAN;CTR2_HUMAN;CTR3_HUMAN;LAT1_HUMAN;LAT3_HUMAN;LAT4_HUMAN;S36A1_HUMAN;S6A18_HUMAN;SL7A1_HUMAN;YLAT1_HUMAN	0	1000	LR
mnxr100371c3c11		-1000	1000	B
mnxr100371c3c13		-1000	1000	B
mnxr100371c3c17	S36A1_HUMAN	0	1000	LR
mnxr100371c3c4	S2538_HUMAN	-1000	1000	B
mnxr100389c11	6PGD_HUMAN	-1000	0	RL
mnxr100389c3	6PGD_HUMAN	-1000	0	RL
mnxr100390c3	SAT1_HUMAN;SAT2_HUMAN	-1000	1000	B
mnxr100394c2b		-1000	1000	B
mnxr100394c2c3		-1000	1000	B
mnxr100394c3c15		-1000	1000	B
mnxr100396c2b		-1000	1000	B
mnxr100396c2c3		-1000	1000	B
mnxr100396c3c15		-1000	1000	B
mnxr100410c3	GPCP1_HUMAN	-1000	0	RL
mnxr100417c11	PGAP1_HUMAN	-1000	0	RL
mnxr100419c11	PGAP1_HUMAN	-1000	0	RL
mnxr100435c2c3	S28A2_HUMAN;S28A3_HUMAN	0	1000	LR
mnxr100436c2c3	S28A3_HUMAN	0	1000	LR
mnxr100443c2b		-1000	1000	B
mnxr100443c3c11		-1000	1000	B
mnxr100444c3c2		-1000	0	RL
mnxr100446c2	GPX1_HUMAN;GPX2_HUMAN;GPX3_HUMAN;GPX4_HUMAN;GPX5_HUMAN;GPX6_HUMAN;GPX7_HUMAN;GPX8_HUMAN;PRDX1_HUMAN;PRDX2_HUMAN;PRDX3_HUMAN;PRDX5_HUMAN;PRDX6_HUMAN	0	1000	LR
mnxr100446c3	GPX1_HUMAN;GPX2_HUMAN;GPX3_HUMAN;GPX4_HUMAN;GPX5_HUMAN;GPX6_HUMAN;GPX7_HUMAN;GPX8_HUMAN;PRDX1_HUMAN;PRDX2_HUMAN;PRDX3_HUMAN;PRDX5_HUMAN;PRDX6_HUMAN	0	1000	LR
mnxr100446c4	GPX1_HUMAN;GPX2_HUMAN;GPX3_HUMAN;GPX4_HUMAN;GPX5_HUMAN;GPX6_HUMAN;GPX7_HUMAN;GPX8_HUMAN;PRDX1_HUMAN;PRDX2_HUMAN;PRDX3_HUMAN;PRDX5_HUMAN;PRDX6_HUMAN	0	1000	LR
mnxr100447c3c2	MRP5_HUMAN	-1000	0	RL
mnxr100447c3c4		-1000	0	RL
mnxr100449c2b		-1000	1000	B
mnxr100449c2c3		-1000	0	RL
mnxr100449c3c11		-1000	1000	B
mnxr100449c3c13		-1000	0	RL
mnxr100450c3	GSHB_HUMAN	-1000	0	RL
mnxr100471c3	CRYL1_HUMAN	-1000	1000	B
mnxr100474c3c11		0	1000	LR
mnxr100477c2		0	1000	LR
mnxr100478c2		0	1000	LR
mnxr100479c2		0	1000	LR
mnxr100482c2	CAH12_HUMAN;CAH13_HUMAN;CAH14_HUMAN;CAH1_HUMAN;CAH2_HUMAN;CAH3_HUMAN;CAH4_HUMAN;CAH5A_HUMAN;CAH5B_HUMAN;CAH6_HUMAN;CAH7_HUMAN;CAH8_HUMAN;CAH9_HUMAN;ULA1_HUMAN	-1000	1000	B
mnxr100482c3	CAH12_HUMAN;CAH13_HUMAN;CAH14_HUMAN;CAH1_HUMAN;CAH2_HUMAN;CAH3_HUMAN;CAH4_HUMAN;CAH5A_HUMAN;CAH5B_HUMAN;CAH6_HUMAN;CAH7_HUMAN;CAH8_HUMAN;CAH9_HUMAN;ULA1_HUMAN	-1000	1000	B
mnxr100482c4	CAH5A_HUMAN;CAH5B_HUMAN	-1000	1000	B
mnxr100484c2b		-1000	1000	B
mnxr100484c3c4		-1000	1000	B
mnxr100485c2c3	S4A7_HUMAN	-1000	0	RL
mnxr100492c3	DUOX1_HUMAN;DUOX2_HUMAN	0	1000	LR
mnxr100494c2b		-1000	1000	B
mnxr100494c2c3		-1000	1000	B
mnxr100534c11	GPAA1_HUMAN+GPI8_HUMAN+PIGS_HUMAN+PIGT_HUMAN+PIGU_HUMAN	0	1000	LR
mnxr100539c11	GPAA1_HUMAN+GPI8_HUMAN+PIGS_HUMAN+PIGT_HUMAN+PIGU_HUMAN	-1000	0	RL
mnxr100558c3c2	HYAS1_HUMAN;HYAS2_HUMAN;HYAS3_HUMAN	-1000	0	RL
mnxr100567c4	COQ2_HUMAN	-1000	0	RL
mnxr100571c2b		-1000	1000	B
mnxr100571c2c3		-1000	1000	B
mnxr100573c2c3	S4A4_HUMAN;S4A5_HUMAN	-1000	0	RL
mnxr100576c2b		-1000	1000	B
mnxr100576c2c3		-1000	1000	B
mnxr100580c2b		-1000	1000	B
mnxr100580c2c3		-1000	1000	B
mnxr100581c3	DCHS_HUMAN;DDC_HUMAN	0	1000	LR
mnxr100610c2b		-1000	1000	B
mnxr100610c2c3		-1000	1000	B
mnxr100610c3c11		-1000	1000	B
mnxr100610c3c17		-1000	1000	B
mnxr100615c3c13	ABCD1_HUMAN	-1000	1000	B
mnxr100617c3c4	MCAT_HUMAN	-1000	1000	B
mnxr100618c2b		-1000	1000	B
mnxr100618c2c3		-1000	1000	B
mnxr100627c2b		-1000	1000	B
mnxr100627c2c3		-1000	1000	B
mnxr100628c3	HGD_HUMAN	-1000	0	RL
mnxr100640c3c2	VMAT1_HUMAN;VMAT2_HUMAN	-1000	0	RL
mnxr100641c2b		-1000	1000	B
mnxr100641c2c3	S22A1_HUMAN;S22A2_HUMAN;S22A3_HUMAN	-1000	1000	B
mnxr100646c2c3	S38A2_HUMAN;S38A4_HUMAN;S6A14_HUMAN	0	1000	LR
mnxr100648c2c3	S38A3_HUMAN	-1000	0	RL
mnxr100649c2b		-1000	1000	B
mnxr100649c2c3	4F2_HUMAN+LAT2_HUMAN;CTR2_HUMAN;CTR3_HUMAN;LAT1_HUMAN;LAT3_HUMAN;LAT4_HUMAN;S36A1_HUMAN;SL7A1_HUMAN;YLAT1_HUMAN	-1000	1000	B
mnxr100649c3c17	S36A1_HUMAN	0	1000	LR
mnxr100650c2c3	4F2_HUMAN+YLAT1_HUMAN;4F2_HUMAN+YLAT2_HUMAN	0	1000	LR
mnxr100651c2c3	4F2_HUMAN+YLAT1_HUMAN;4F2_HUMAN+YLAT2_HUMAN	0	1000	LR
mnxr100651c3c4	ORNT2_HUMAN	0	1000	LR
mnxr100656c3	KYNU_HUMAN	-1000	0	RL
mnxr100658c3	HEM3_HUMAN	-1000	0	RL
mnxr100677c2c3	CTR2_HUMAN;CTR3_HUMAN;SL7A1_HUMAN	0	1000	LR
mnxr100678c2b		-1000	1000	B
mnxr100678c2c3	LAT3_HUMAN	-1000	1000	B
mnxr100678c3c4		-1000	1000	B
mnxr100681c3	HMOX1_HUMAN;HMOX2_HUMAN	0	1000	LR
mnxr100687c3c4	MCAT_HUMAN	-1000	1000	B
mnxr100688c2b		-1000	1000	B
mnxr100688c2c3	CD36_HUMAN;FABP4_HUMAN;FABP5_HUMAN;FABP6_HUMAN;FABP7_HUMAN;FABP9_HUMAN;FABPH_HUMAN;FABPI_HUMAN;FABPL_HUMAN;FBP12_HUMAN;S27A1_HUMAN;S27A3_HUMAN;S27A4_HUMAN;S27A6_HUMAN	0	1000	LR
mnxr100688c3c17		0	1000	LR
mnxr100689c2b		-1000	1000	B
mnxr100689c2c3		-1000	1000	B
mnxr100689c3c11	FABPL_HUMAN	-1000	1000	B
mnxr100689c3c4		-1000	1000	B
mnxr100692c3	HYI_HUMAN	0	1000	LR
mnxr100696c2c3		-1000	1000	B
mnxr100697c2b		-1000	1000	B
mnxr100698c3	LFTY1_HUMAN;P5CR1_HUMAN;P5CR2_HUMAN;P5CR3_HUMAN	-1000	0	RL
mnxr100698c4	LFTY1_HUMAN;P5CR1_HUMAN;P5CR2_HUMAN;P5CR3_HUMAN	-1000	0	RL
mnxr100699c3	LFTY1_HUMAN;P5CR1_HUMAN;P5CR2_HUMAN;P5CR3_HUMAN	-1000	0	RL
mnxr100699c4	LFTY1_HUMAN;P5CR1_HUMAN;P5CR2_HUMAN;P5CR3_HUMAN	-1000	0	RL
mnxr100700c3		-1000	0	RL
mnxr100700c4		-1000	0	RL
mnxr100702c3c13		-1000	1000	B
mnxr100702c3c4		-1000	1000	B
mnxr100704c2b		-1000	1000	B
mnxr100704c2c3		-1000	1000	B
mnxr100704c3c6		-1000	1000	B
mnxr100705c17	SPHM_HUMAN	0	1000	LR
mnxr100706c17	SPHM_HUMAN	0	1000	LR
mnxr100707c17	SPHM_HUMAN	0	1000	LR
mnxr100708c17	SPHM_HUMAN	0	1000	LR
mnxr100709c3c17	HGNAT_HUMAN	0	1000	LR
mnxr100710c3c17	HGNAT_HUMAN	0	1000	LR
mnxr100711c3c17	HGNAT_HUMAN	0	1000	LR
mnxr100712c3c17	HGNAT_HUMAN	0	1000	LR
mnxr100720c13	DHB4_HUMAN	0	1000	LR
mnxr100723c11	DHB7_HUMAN	0	1000	LR
mnxr100727c11	3BHS1_HUMAN;3BHS2_HUMAN	-1000	0	RL
mnxr100728c11	3BHS1_HUMAN;3BHS2_HUMAN	-1000	0	RL
mnxr100728c3	3BHS1_HUMAN;3BHS2_HUMAN	-1000	0	RL
mnxr100729c11	3BHS1_HUMAN;3BHS2_HUMAN	0	1000	LR
mnxr100730c11	3BHS1_HUMAN;3BHS2_HUMAN	0	1000	LR
mnxr100737c3		-1000	0	RL
mnxr100739c2b		-1000	1000	B
mnxr100739c2c15		0	1000	LR
mnxr100739c2c17		-1000	0	RL
mnxr100742c2b		-1000	1000	B
mnxr100742c2c3		-1000	1000	B
mnxr100744c2b		-1000	1000	B
mnxr100744c2c3		-1000	1000	B
mnxr100750c2b		-1000	1000	B
mnxr100750c2c3	CD36_HUMAN;FABP4_HUMAN;FABP5_HUMAN;FABP6_HUMAN;FABP7_HUMAN;FABP9_HUMAN;FABPH_HUMAN;FABPI_HUMAN;FABPL_HUMAN;FBP12_HUMAN;S27A1_HUMAN;S27A3_HUMAN;S27A4_HUMAN;S27A6_HUMAN	-1000	1000	B
mnxr100750c3c13		-1000	1000	B
mnxr100750c3c4		-1000	1000	B
mnxr100763c3	PHOP2_HUMAN;PLPP_HUMAN	0	1000	LR
mnxr100764c2		-1000	0	RL
mnxr100764c3		0	0	RL
mnxr100776c3	INP4A_HUMAN;INP4B_HUMAN	0	1000	LR
mnxr100782c4	IDH3A_HUMAN;IDH3B_HUMAN;IDH3G_HUMAN	-1000	0	RL
mnxr100788c2b		-1000	1000	B
mnxr100788c2c3		-1000	1000	B
mnxr100788c3c13		-1000	1000	B
mnxr100791c3c4		-1000	1000	B
mnxr100793c3	PERT_HUMAN	-1000	0	RL
mnxr100794c3	PERT_HUMAN	0	1000	LR
mnxr100796c13	IDI1_HUMAN;IDI2_HUMAN	-1000	1000	B
mnxr100796c3	IDI1_HUMAN;IDI2_HUMAN	-1000	0	RL
mnxr100809c2b		-1000	1000	B
mnxr100809c3c6		-1000	1000	B
mnxr100819c2c3	ABCA1_HUMAN;LAT1_HUMAN	-1000	1000	B
mnxr100823c2c3	S6A14_HUMAN;S6A15_HUMAN;S6A19_HUMAN	0	1000	LR
mnxr100824c2b		-1000	1000	B
mnxr100824c2c3	4F2_HUMAN+LAT2_HUMAN;CTR2_HUMAN;CTR3_HUMAN;LAT1_HUMAN;LAT3_HUMAN;LAT4_HUMAN;S36A1_HUMAN;SL7A1_HUMAN;YLAT1_HUMAN	-1000	1000	B
mnxr100824c3c17	S36A1_HUMAN	0	1000	LR
mnxr100824c3c4		-1000	1000	B
mnxr100833c2b		-1000	1000	B
mnxr100833c2c3		-1000	1000	B
mnxr100833c3c4		-1000	1000	B
mnxr100847c2c3	SC5A3_HUMAN;SC5AB_HUMAN	0	1000	LR
mnxr100851c2c3	S28A2_HUMAN;S28A3_HUMAN	0	1000	LR
mnxr100852c2c3	S28A3_HUMAN	0	1000	LR
mnxr100876c3c11		-1000	1000	B
mnxr100876c3c13		-1000	1000	B
mnxr100893c2b		-1000	1000	B
mnxr100893c2c3		-1000	1000	B
mnxr100893c3c4		-1000	1000	B
mnxr100893c3c6		-1000	1000	B
mnxr100894c3c4	ACBP_HUMAN	-1000	0	RL
mnxr100895c2b		-1000	1000	B
mnxr100895c2c3		-1000	1000	B
mnxr100931c3		-1000	0	RL
mnxr100943c2b		-1000	1000	B
mnxr100943c2c15		0	1000	LR
mnxr100943c2c17		-1000	0	RL
mnxr100944c2b		-1000	1000	B
mnxr100944c2c15		0	1000	LR
mnxr100944c2c17		-1000	0	RL
mnxr100945c2b		-1000	1000	B
mnxr100945c2c15		0	1000	LR
mnxr100945c2c17		-1000	0	RL
mnxr100946c3	KYNU_HUMAN	-1000	0	RL
mnxr100947c3	KMO_HUMAN	-1000	1000	B
mnxr100948c3	AADAT_HUMAN;KAT1_HUMAN;KAT3_HUMAN	0	1000	LR
mnxr100949c3		-1000	0	RL
mnxr100999c2b		-1000	1000	B
mnxr100999c3c13		0	1000	LR
mnxr100999c3c4	AQP9_HUMAN	0	1000	LR
mnxr101007c3	GRHPR_HUMAN	0	1000	LR
mnxr101008c3	GRHPR_HUMAN	0	1000	LR
mnxr101009c3	ADH1A_HUMAN;ADH1B_HUMAN;ADH1G_HUMAN;ADH4_HUMAN;ADH6_HUMAN;ADH7_HUMAN;ADHX_HUMAN;HOT_HUMAN	-1000	1000	B
mnxr101014c11c13		0	1000	LR
mnxr101014c2b		-1000	1000	B
mnxr101014c2c3		-1000	0	RL
mnxr101014c3c11		0	1000	LR
mnxr101016c17	PPAL_HUMAN	-1000	0	RL
mnxr101016c2		-1000	0	RL
mnxr101019c3	AL1B1_HUMAN;AL3A2_HUMAN;AL7A1_HUMAN;AL9A1_HUMAN;ALDH2_HUMAN	-1000	0	RL
mnxr101019c4	AL1B1_HUMAN;AL4A1_HUMAN;ALDH2_HUMAN;MMSA_HUMAN;P5CS_HUMAN;SSDH_HUMAN	-1000	0	RL
mnxr101037c3	LDHD_HUMAN	-1000	1000	B
mnxr101040c13	LDH6A_HUMAN;LDH6B_HUMAN;LDHA_HUMAN;LDHB_HUMAN;LDHC_HUMAN;UEVLD_HUMAN	-1000	1000	B
