#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
mnxr100389c3	1 MNXM13@MNXC3 + 1 MNXM145@MNXC3 + 1 MNXM738702@MNXC3 <-- 1 MNXM5@MNXC3 + 1 MNXM734080@MNXC3	GND	MNXR100389	1.1.1.351;1.1.1.44		rheaR:10116;bigg.reaction:GND;bigg.reaction:GNDc;bigg.reaction:GNDer;bigg.reaction:PGDHh;bigg.reaction:R_GND;bigg.reaction:R_GNDc;bigg.reaction:R_GNDer;bigg.reaction:R_PGDHh;biggR:GND;biggR:GNDc;biggR:GNDer;biggR:PGDHh;biggR:R_GND;biggR:R_GNDc;biggR:R_GNDer;biggR:R_PGDHh;kegg.reaction:R01528;keggR:R01528;metacyc.reaction:RXN-9952;metacycR:RXN-9952;rhea:10116;rhea:10117;rhea:10118;rhea:10119;rheaR:10117;rheaR:10118;rheaR:10119;sabiork.reaction:108;sabiorkR:108;seed.reaction:rxn01115;seed.reaction:rxn27624;seed.reaction:rxn33304;seed.reaction:rxn33323;seed.reaction:rxn38006;seed.reaction:rxn38009;seedR:rxn01115;seedR:rxn27624;seedR:rxn33304;seedR:rxn33323;seedR:rxn38006;seedR:rxn38009
mnxr101037c3	1 MNXM10@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM23@MNXC3 <==> 1 MNXM731834@MNXC3 + 1 MNXM8@MNXC3	LDH_D	MNXR101037	1.1.1;1.1.1.27;1.1.1.28		rheaR:16369;bigg.reaction:LDH_D;bigg.reaction:LDHm;bigg.reaction:R_LDH_D;bigg.reaction:R_LDHm;biggR:LDH_D;biggR:LDHm;biggR:R_LDH_D;biggR:R_LDHm;kegg.reaction:R00704;keggR:R00704;metacyc.reaction:DLACTDEHYDROGNAD-RXN;metacycR:DLACTDEHYDROGNAD-RXN;rhea:16369;rhea:16370;rhea:16371;rhea:16372;rheaR:16370;rheaR:16371;rheaR:16372;sabiork.reaction:155;sabiorkR:155;seed.reaction:rxn00500;seed.reaction:rxn34235;seedR:rxn00500;seedR:rxn34235
mnxr101367c2b	1 MNXM1107192@MNXC2 --> 1 MNXM1107192@BOUNDARY	EX_mal__L_e	MNXR101367			seedR:rxn08868;bigg.reaction:EX_mal__L_e;bigg.reaction:MAL_Ltx;bigg.reaction:MALt;bigg.reaction:MALtex;bigg.reaction:R_EX_mal__L_e;bigg.reaction:R_MAL_Ltx;bigg.reaction:R_MALt;bigg.reaction:R_MALtex;bigg.reaction:R_SK_mal__L_c;bigg.reaction:SK_mal__L_c;biggR:EX_mal__L_e;biggR:MAL_Ltx;biggR:MALt;biggR:MALtex;biggR:R_EX_mal__L_e;biggR:R_MAL_Ltx;biggR:R_MALt;biggR:R_MALtex;biggR:R_SK_mal__L_c;biggR:SK_mal__L_c;metacyc.reaction:TRANS-RXN-224;metacyc.reaction:TRANS-RXN-225;metacyc.reaction:TRANS-RXN-374;metacycR:TRANS-RXN-224;metacycR:TRANS-RXN-225;metacycR:TRANS-RXN-374;sabiork.reaction:13793;sabiorkR:13793;seed.reaction:rxn08868;seed.reaction:rxn10967;seed.reaction:rxn27373;seed.reaction:rxn27374;seed.reaction:rxn31184;seed.reaction:rxn31192;seedR:rxn10967;seedR:rxn27373;seedR:rxn27374;seedR:rxn31184;seedR:rxn31192
mnxr101370c2c3	2 MNXM01@MNXC2 + 1 MNXM1107192@MNXC2 --> 2 MNXM01@MNXC3 + 1 MNXM1107192@MNXC3	MALt2_2	MNXR101370			rheaR:29339;bigg.reaction:MALt2_2;bigg.reaction:MALt2_2pp;bigg.reaction:R_MALt2_2;bigg.reaction:R_MALt2_2pp;biggR:MALt2_2;biggR:MALt2_2pp;biggR:R_MALt2_2;biggR:R_MALt2_2pp;metacyc.reaction:TRANS-RXN-121A;metacycR:TRANS-RXN-121A;rhea:29339;rhea:29340;rhea:29341;rhea:29342;rheaR:29340;rheaR:29341;rheaR:29342;seed.reaction:rxn08865;seed.reaction:rxn10153;seedR:rxn08865;seedR:rxn10153
mnxr101439c3	1 MNXM10@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM46@MNXC3 <==> 1 MNXM1107192@MNXC3 + 1 MNXM8@MNXC3	MDH	MNXR101439	1.1.1.27;1.1.1.299;1.1.1.37;1.1.1.82		rheaR:21432;bigg.reaction:MDH;bigg.reaction:MDHf;bigg.reaction:MDHh;bigg.reaction:MDHi2;bigg.reaction:MDHm;bigg.reaction:MDHp;bigg.reaction:R_MDH;bigg.reaction:R_MDHf;bigg.reaction:R_MDHh;bigg.reaction:R_MDHi2;bigg.reaction:R_MDHm;bigg.reaction:R_MDHp;biggR:MDH;biggR:MDHf;biggR:MDHh;biggR:MDHi2;biggR:MDHm;biggR:MDHp;biggR:R_MDH;biggR:R_MDHf;biggR:R_MDHh;biggR:R_MDHi2;biggR:R_MDHm;biggR:R_MDHp;kegg.reaction:R00342;keggR:R00342;metacyc.reaction:MALATE-DEH-RXN;metacycR:MALATE-DEH-RXN;rhea:21432;rhea:21433;rhea:21434;rhea:21435;rheaR:21433;rheaR:21434;rheaR:21435;sabiork.reaction:113;sabiorkR:113;seed.reaction:rxn00248;seed.reaction:rxn20068;seed.reaction:rxn23652;seed.reaction:rxn27976;seed.reaction:rxn34245;seedR:rxn00248;seedR:rxn20068;seedR:rxn23652;seedR:rxn27976;seedR:rxn34245
mnxr101443c3	1 MNXM1107192@MNXC3 + 1 MNXM5@MNXC3 --> 1 MNXM13@MNXC3 + 1 MNXM23@MNXC3 + 1 MNXM738702@MNXC3	ME2	MNXR101443	1.1.1.38;1.1.1.39;1.1.1.40;1.1.1.42		rheaR:18253;bigg.reaction:MDHC_nadp_hr;bigg.reaction:ME2;bigg.reaction:ME2m;bigg.reaction:ME_x;bigg.reaction:R_MDHC_nadp_hr;bigg.reaction:R_ME2;bigg.reaction:R_ME2m;bigg.reaction:R_ME_x;biggR:MDHC_nadp_hr;biggR:ME2;biggR:ME2m;biggR:ME_x;biggR:R_MDHC_nadp_hr;biggR:R_ME2;biggR:R_ME2m;biggR:R_ME_x;kegg.reaction:R00216;keggR:R00216;metacyc.reaction:MALIC-NADP-RXN;metacycR:MALIC-NADP-RXN;rhea:18253;rhea:18254;rhea:18255;rhea:18256;rheaR:18254;rheaR:18255;rheaR:18256;sabiork.reaction:142;sabiorkR:142;seed.reaction:rxn00161;seed.reaction:rxn27982;seed.reaction:rxn27983;seedR:rxn00161;seedR:rxn27982;seedR:rxn27983
mnxr101446c3	1 MNXM10@MNXC3 + 1 MNXM13@MNXC3 + 1 MNXM23@MNXC3 <-- 1 MNXM1107192@MNXC3 + 1 MNXM8@MNXC3	ME1	MNXR101446	1.1.1.38;1.1.1.39;1.1.1.40		rheaR:12653;bigg.reaction:ME1;bigg.reaction:ME1m;bigg.reaction:R_ME1;bigg.reaction:R_ME1m;biggR:ME1;biggR:ME1m;biggR:R_ME1;biggR:R_ME1m;kegg.reaction:R00214;keggR:R00214;metacyc.reaction:1.1.1.39-RXN;metacyc.reaction:RXN-19748;metacycR:1.1.1.39-RXN;metacycR:RXN-19748;rhea:12653;rhea:12654;rhea:12655;rhea:12656;rheaR:12654;rheaR:12655;rheaR:12656;sabiork.reaction:141;sabiorkR:141;seed.reaction:rxn00159;seed.reaction:rxn27459;seed.reaction:rxn31389;seed.reaction:rxn37872;seedR:rxn00159;seedR:rxn27459;seedR:rxn31389;seedR:rxn37872
mnxr101864c3c2	3 MNXM01@MNXC2 + 1 MNXM191@MNXC3 + 1 MNXM8@MNXC3 <-- 3 MNXM01@MNXC3 + 1 MNXM10@MNXC3 + 1 MNXM1@MNXC3 + 1 MNXM232@MNXC3	NADH16	MNXR101864	1.6.5.3		seedR:rxn08972;bigg.reaction:NADH16;bigg.reaction:NADH16pp;bigg.reaction:R_NADH16;bigg.reaction:R_NADH16pp;biggR:NADH16;biggR:NADH16pp;biggR:R_NADH16;biggR:R_NADH16pp;seed.reaction:rxn08972;seed.reaction:rxn30496;seedR:rxn30496
mnxr101898c3	1 MNXM10@MNXC3 + 1 MNXM5@MNXC3 <-- 1 MNXM738702@MNXC3 + 1 MNXM8@MNXC3	NADTRHD	MNXR101898	1.6.1.1;1.6.1.2;1.6.1.3		rheaR:11692;bigg.reaction:NADTRHD;bigg.reaction:NADTRHD2;bigg.reaction:NNOR;bigg.reaction:R_NADTRHD;bigg.reaction:R_NADTRHD2;bigg.reaction:R_NNOR;bigg.reaction:R_THD1_h;bigg.reaction:THD1_h;biggR:NADTRHD;biggR:NADTRHD2;biggR:NNOR;biggR:R_NADTRHD;biggR:R_NADTRHD2;biggR:R_NNOR;biggR:R_THD1_h;biggR:THD1_h;kegg.reaction:R00112;keggR:R00112;metacyc.reaction:PYRNUTRANSHYDROGEN-RXN;metacycR:PYRNUTRANSHYDROGEN-RXN;rhea:11692;rhea:11693;rhea:11694;rhea:11695;rheaR:11693;rheaR:11694;rheaR:11695;seed.reaction:rxn00083;seed.reaction:rxn27488;seed.reaction:rxn32580;seedR:rxn00083;seedR:rxn27488;seedR:rxn32580
mnxr101950c2b	1 MNXM729302@MNXC2 <==> 1 MNXM729302@BOUNDARY	EX_nh4_e	MNXR101950			rheaR:28747;bigg.reaction:EX_nh3_e;bigg.reaction:EX_nh4_e;bigg.reaction:NH3te;bigg.reaction:NH4t;bigg.reaction:NH4tex;bigg.reaction:NH4ti;bigg.reaction:NH4tm;bigg.reaction:NH4tn;bigg.reaction:NH4tp;bigg.reaction:NH4tpp;bigg.reaction:NH4tr;bigg.reaction:R_EX_nh3_e;bigg.reaction:R_EX_nh4_e;bigg.reaction:R_NH3te;bigg.reaction:R_NH4t;bigg.reaction:R_NH4tex;bigg.reaction:R_NH4ti;bigg.reaction:R_NH4tm;bigg.reaction:R_NH4tn;bigg.reaction:R_NH4tp;bigg.reaction:R_NH4tpp;bigg.reaction:R_NH4tr;biggR:EX_nh3_e;biggR:EX_nh4_e;biggR:NH3te;biggR:NH4t;biggR:NH4tex;biggR:NH4ti;biggR:NH4tm;biggR:NH4tn;biggR:NH4tp;biggR:NH4tpp;biggR:NH4tr;biggR:R_EX_nh3_e;biggR:R_EX_nh4_e;biggR:R_NH3te;biggR:R_NH4t;biggR:R_NH4tex;biggR:R_NH4ti;biggR:R_NH4tm;biggR:R_NH4tn;biggR:R_NH4tp;biggR:R_NH4tpp;biggR:R_NH4tr;metacyc.reaction:RXN-9615;metacyc.reaction:TRANS-RXN0-206;metacyc.reaction:TRANS-RXN0-544;metacycR:RXN-9615;metacycR:TRANS-RXN0-206;metacycR:TRANS-RXN0-544;rhea:28747;rhea:28748;rhea:28749;rhea:28750;rheaR:28748;rheaR:28749;rheaR:28750;sabiork.reaction:11683;sabiorkR:11683;seed.reaction:rxn05466;seed.reaction:rxn08986;seed.reaction:rxn08987;seed.reaction:rxn09736;seed.reaction:rxn09835;seed.reaction:rxn13364;seed.reaction:rxn29187;seed.reaction:rxn29241;seed.reaction:rxn29242;seed.reaction:rxn39085;seedR:rxn05466;seedR:rxn08986;seedR:rxn08987;seedR:rxn09736;seedR:rxn09835;seedR:rxn13364;seedR:rxn29187;seedR:rxn29241;seedR:rxn29242;seedR:rxn39085
mnxr101950c2c3	1 MNXM729302@MNXC2 <==> 1 MNXM729302@MNXC3	NH4t	MNXR101950			rheaR:28747;bigg.reaction:EX_nh3_e;bigg.reaction:EX_nh4_e;bigg.reaction:NH3te;bigg.reaction:NH4t;bigg.reaction:NH4tex;bigg.reaction:NH4ti;bigg.reaction:NH4tm;bigg.reaction:NH4tn;bigg.reaction:NH4tp;bigg.reaction:NH4tpp;bigg.reaction:NH4tr;bigg.reaction:R_EX_nh3_e;bigg.reaction:R_EX_nh4_e;bigg.reaction:R_NH3te;bigg.reaction:R_NH4t;bigg.reaction:R_NH4tex;bigg.reaction:R_NH4ti;bigg.reaction:R_NH4tm;bigg.reaction:R_NH4tn;bigg.reaction:R_NH4tp;bigg.reaction:R_NH4tpp;bigg.reaction:R_NH4tr;biggR:EX_nh3_e;biggR:EX_nh4_e;biggR:NH3te;biggR:NH4t;biggR:NH4tex;biggR:NH4ti;biggR:NH4tm;biggR:NH4tn;biggR:NH4tp;biggR:NH4tpp;biggR:NH4tr;biggR:R_EX_nh3_e;biggR:R_EX_nh4_e;biggR:R_NH3te;biggR:R_NH4t;biggR:R_NH4tex;biggR:R_NH4ti;biggR:R_NH4tm;biggR:R_NH4tn;biggR:R_NH4tp;biggR:R_NH4tpp;biggR:R_NH4tr;metacyc.reaction:RXN-9615;metacyc.reaction:TRANS-RXN0-206;metacyc.reaction:TRANS-RXN0-544;metacycR:RXN-9615;metacycR:TRANS-RXN0-206;metacycR:TRANS-RXN0-544;rhea:28747;rhea:28748;rhea:28749;rhea:28750;rheaR:28748;rheaR:28749;rheaR:28750;sabiork.reaction:11683;sabiorkR:11683;seed.reaction:rxn05466;seed.reaction:rxn08986;seed.reaction:rxn08987;seed.reaction:rxn09736;seed.reaction:rxn09835;seed.reaction:rxn13364;seed.reaction:rxn29187;seed.reaction:rxn29241;seed.reaction:rxn29242;seed.reaction:rxn39085;seedR:rxn05466;seedR:rxn08986;seedR:rxn08987;seedR:rxn09736;seedR:rxn09835;seedR:rxn13364;seedR:rxn29187;seedR:rxn29241;seedR:rxn29242;seedR:rxn39085
mnxr102090c2b	1 MNXM735438@MNXC2 <==> 1 MNXM735438@BOUNDARY	EX_o2_e	MNXR102090			seedR:rxn05468;bigg.reaction:EX_o2_e;bigg.reaction:O2t;bigg.reaction:O2tcx;bigg.reaction:O2ter;bigg.reaction:O2tex;bigg.reaction:O2thr;bigg.reaction:O2tl;bigg.reaction:O2tm;bigg.reaction:O2tn;bigg.reaction:O2tp;bigg.reaction:O2tpp;bigg.reaction:O2trhu;bigg.reaction:O2tu;bigg.reaction:R_EX_o2_e;bigg.reaction:R_O2t;bigg.reaction:R_O2tcx;bigg.reaction:R_O2ter;bigg.reaction:R_O2tex;bigg.reaction:R_O2thr;bigg.reaction:R_O2tl;bigg.reaction:R_O2tm;bigg.reaction:R_O2tn;bigg.reaction:R_O2tp;bigg.reaction:R_O2tpp;bigg.reaction:R_O2trhu;bigg.reaction:R_O2tu;biggR:EX_o2_e;biggR:O2t;biggR:O2tcx;biggR:O2ter;biggR:O2tex;biggR:O2thr;biggR:O2tl;biggR:O2tm;biggR:O2tn;biggR:O2tp;biggR:O2tpp;biggR:O2trhu;biggR:O2tu;biggR:R_EX_o2_e;biggR:R_O2t;biggR:R_O2tcx;biggR:R_O2ter;biggR:R_O2tex;biggR:R_O2thr;biggR:R_O2tl;biggR:R_O2tm;biggR:R_O2tn;biggR:R_O2tp;biggR:R_O2tpp;biggR:R_O2trhu;biggR:R_O2tu;metacyc.reaction:TRANS-RXN0-474;metacycR:TRANS-RXN0-474;seed.reaction:rxn05468;seed.reaction:rxn09031;seed.reaction:rxn09032;seed.reaction:rxn09641;seed.reaction:rxn09734;seed.reaction:rxn31180;seed.reaction:rxn31196;seed.reaction:rxn32715;seed.reaction:rxn32722;seed.reaction:rxn34182;seed.reaction:rxn34543;seedR:rxn09031;seedR:rxn09032;seedR:rxn09641;seedR:rxn09734;seedR:rxn31180;seedR:rxn31196;seedR:rxn32715;seedR:rxn32722;seedR:rxn34182;seedR:rxn34543
mnxr102090c2c3	1 MNXM735438@MNXC2 <==> 1 MNXM735438@MNXC3	O2t	MNXR102090			seedR:rxn05468;bigg.reaction:EX_o2_e;bigg.reaction:O2t;bigg.reaction:O2tcx;bigg.reaction:O2ter;bigg.reaction:O2tex;bigg.reaction:O2thr;bigg.reaction:O2tl;bigg.reaction:O2tm;bigg.reaction:O2tn;bigg.reaction:O2tp;bigg.reaction:O2tpp;bigg.reaction:O2trhu;bigg.reaction:O2tu;bigg.reaction:R_EX_o2_e;bigg.reaction:R_O2t;bigg.reaction:R_O2tcx;bigg.reaction:R_O2ter;bigg.reaction:R_O2tex;bigg.reaction:R_O2thr;bigg.reaction:R_O2tl;bigg.reaction:R_O2tm;bigg.reaction:R_O2tn;bigg.reaction:R_O2tp;bigg.reaction:R_O2tpp;bigg.reaction:R_O2trhu;bigg.reaction:R_O2tu;biggR:EX_o2_e;biggR:O2t;biggR:O2tcx;biggR:O2ter;biggR:O2tex;biggR:O2thr;biggR:O2tl;biggR:O2tm;biggR:O2tn;biggR:O2tp;biggR:O2tpp;biggR:O2trhu;biggR:O2tu;biggR:R_EX_o2_e;biggR:R_O2t;biggR:R_O2tcx;biggR:R_O2ter;biggR:R_O2tex;biggR:R_O2thr;biggR:R_O2tl;biggR:R_O2tm;biggR:R_O2tn;biggR:R_O2tp;biggR:R_O2tpp;biggR:R_O2trhu;biggR:R_O2tu;metacyc.reaction:TRANS-RXN0-474;metacycR:TRANS-RXN0-474;seed.reaction:rxn05468;seed.reaction:rxn09031;seed.reaction:rxn09032;seed.reaction:rxn09641;seed.reaction:rxn09734;seed.reaction:rxn31180;seed.reaction:rxn31196;seed.reaction:rxn32715;seed.reaction:rxn32722;seed.reaction:rxn34182;seed.reaction:rxn34543;seedR:rxn09031;seedR:rxn09032;seedR:rxn09641;seedR:rxn09734;seedR:rxn31180;seedR:rxn31196;seedR:rxn32715;seedR:rxn32722;seedR:rxn34182;seedR:rxn34543
mnxr102547c3	1 MNXM275@MNXC3 <==> 1 MNXM727604@MNXC3	PGM	MNXR102547	5.4.2.1;5.4.2.11;5.4.2.12		rheaR:15901;bigg.reaction:PGAM_h;bigg.reaction:PGM;bigg.reaction:PGMf;bigg.reaction:PGMm;bigg.reaction:R_PGAM_h;bigg.reaction:R_PGM;bigg.reaction:R_PGMf;bigg.reaction:R_PGMm;biggR:PGAM_h;biggR:PGM;biggR:PGMf;biggR:PGMm;biggR:R_PGAM_h;biggR:R_PGM;biggR:R_PGMf;biggR:R_PGMm;kegg.reaction:R01518;keggR:R01518;metacyc.reaction:3PGAREARR-RXN;metacyc.reaction:RXN-15513;metacycR:3PGAREARR-RXN;metacycR:RXN-15513;rhea:15901;rhea:15902;rhea:15903;rhea:15904;rheaR:15902;rheaR:15903;rheaR:15904;sabiork.reaction:7;sabiork.reaction:7641;sabiorkR:7;sabiorkR:7641;seed.reaction:rxn01106;seed.reaction:rxn18917;seed.reaction:rxn35234;seedR:rxn01106;seedR:rxn18917;seedR:rxn35234
