#MetaNetX/TSV/reactions.tsv 1.1
#ID	equation	source	mnxr_ID	classifs	pathways	xrefs
ACACT1r	2 M_accoa@c <==> 1 M_aacoa@c + 1 M_coa@c	ACACT1r		2.3.1.9		bigg:ACACT1r;biocyc:META:ACETYL-COA-ACETYLTRANSFER-RXN;kegg:R00238;mnx:MNXR95194;reactome:R-ATH-73916;reactome:R-ATH-74181;reactome:R-BTA-73916;reactome:R-BTA-74181;reactome:R-BTA-8848215;reactome:R-CEL-73916;reactome:R-CEL-74181;reactome:R-CFA-73916;reactome:R-CFA-74181;reactome:R-CFA-8848215;reactome:R-DDI-73916;reactome:R-DDI-74181;reactome:R-DME-73916;reactome:R-DME-74181;reactome:R-DME-8848215;reactome:R-DRE-73916;reactome:R-DRE-74181;reactome:R-DRE-8848215;reactome:R-GGA-73916;reactome:R-GGA-74181;reactome:R-GGA-8848215;reactome:R-HSA-73916;reactome:R-HSA-74181;reactome:R-HSA-8848215;reactome:R-MMU-73916;reactome:R-MMU-74181;reactome:R-MMU-8848215;reactome:R-OSA-73916;reactome:R-OSA-74181;reactome:R-PFA-73916;reactome:R-PFA-74181;reactome:R-RNO-73916;reactome:R-RNO-74181;reactome:R-RNO-8848215;reactome:R-SCE-73916;reactome:R-SCE-74181;reactome:R-SCE-8848215;reactome:R-SPO-73916;reactome:R-SPO-74181;reactome:R-SSC-73916;reactome:R-SSC-74181;reactome:R-SSC-8848215;reactome:R-TGU-73916;reactome:R-TGU-74181;reactome:R-TGU-8848215;reactome:R-XTR-73916;reactome:R-XTR-74181;reactome:R-XTR-8848215;rhea:21036;rhea:21037;rhea:21038;rhea:21039;sabiork:531;seed:rxn00178
ACACT2r	1 M_accoa@c + 1 M_btcoa@c <==> 1 M_3ohcoa@c + 1 M_coa@c	ACACT2r		2.3.1.16;2.3.1.9		bigg:ACACT2r;biocyc:META:RXN-12565;kegg:R01177;mnx:MNXR95196;reactome:R-BTA-77321;reactome:R-CEL-77321;reactome:R-CFA-77321;reactome:R-DME-77321;reactome:R-GGA-77321;reactome:R-HSA-77321;reactome:R-MMU-77321;reactome:R-RNO-77321;reactome:R-SSC-77321;reactome:R-TGU-77321;reactome:R-XTR-77321;rhea:31111;rhea:31112;rhea:31113;rhea:31114;sabiork:1414;seed:rxn00874
ACACT3r	1 M_accoa@c + 1 M_hxcoa@c <==> 1 M_3oocoa@c + 1 M_coa@c	ACACT3r		2.3.1.9		bigg:ACACT3r;mnx:MNXR95197
ACACT4r	1 M_accoa@c + 1 M_occoa@c <==> 1 M_3odcoa@c + 1 M_coa@c	ACACT4r		2.3.1.16;2.3.1.9		bigg:ACACT4r;biocyc:META:RXN-13617;kegg:R03778;mnx:MNXR95198;reactome:R-BTA-77340;reactome:R-CEL-77340;reactome:R-CFA-77340;reactome:R-DME-77340;reactome:R-GGA-77340;reactome:R-HSA-77340;reactome:R-MMU-77340;reactome:R-RNO-77340;reactome:R-SSC-77340;reactome:R-TGU-77340;reactome:R-XTR-77340;rhea:31087;rhea:31088;rhea:31089;rhea:31090;sabiork:3537;seed:rxn02680
ACACT5r	1 M_accoa@c + 1 M_dcacoa@c <==> 1 M_3oddcoa@c + 1 M_coa@c	ACACT5r		2.3.1.9		bigg:ACACT5r;mnx:MNXR95199
ACACT6r	1 M_accoa@c + 1 M_ddcacoa@c <==> 1 M_3otdcoa@c + 1 M_coa@c	ACACT6r		2.3.1.16;2.3.1.9		bigg:ACACT6r;biocyc:META:RXN-14268;kegg:R03858;mnx:MNXR95201;reactome:R-BTA-77271;reactome:R-CEL-77271;reactome:R-CFA-77271;reactome:R-DME-77271;reactome:R-GGA-77271;reactome:R-HSA-77271;reactome:R-MMU-77271;reactome:R-RNO-77271;reactome:R-SSC-77271;reactome:R-TGU-77271;reactome:R-XTR-77271;rhea:31091;rhea:31092;rhea:31093;rhea:31094;seed:rxn06510
ACACT7r	1 M_accoa@c + 1 M_tdcoa@c <==> 1 M_3ohdcoa@c + 1 M_coa@c	ACACT7r		2.3.1.155;2.3.1.16;2.3.1.9		bigg:ACACT7r;biocyc:META:2.3.1.155-RXN;biocyc:META:RXN-16560;kegg:R03991;mnx:MNXR95203;reactome:R-BTA-77304;reactome:R-CEL-77304;reactome:R-CFA-77304;reactome:R-DME-77304;reactome:R-GGA-77304;reactome:R-HSA-77304;reactome:R-MMU-77304;reactome:R-RNO-77304;reactome:R-SSC-77304;reactome:R-TGU-77304;reactome:R-XTR-77304;rhea:18161;rhea:18162;rhea:18163;rhea:18164;sabiork:3726;seed:rxn02804
ACACT8r	1 M_3ohodcoa@c + 1 M_coa@c <==> 1 M_accoa@c + 1 M_pmtcoa@c	ACACT8r				bigg:ACACT8r;mnx:MNXR95204;rhea:35279;rhea:35280;rhea:35281;rhea:35282;seed:rxn08767
ACACt2pp	1 M_acac@p + 1 M_h@p <==> 1 M_acac@c + 1 M_h@c	ACACt2pp				bigg:ACACt2pp;mnx:MNXR95207;seed:rxn05484;seed:rxn08029
ACACtex	1 M_acac@e <==> 1 M_acac@p	ACACtex				bigg:ACACtex;biocyc:META:TRANS-RXN0-281;mnx:MNXR95208;rhea:29751;rhea:29752;rhea:29753;rhea:29754;sabiork:12476;seed:rxn08030;seed:rxn10960;seed:rxn13115
ACALD	1 M_acald@c + 1 M_coa@c + 1 M_nad@c <==> 1 M_accoa@c + 1 M_h@c + 1 M_nadh@c	ACALD		1.2.1.10		bigg:ACALD;biocyc:META:ACETALD-DEHYDROG-RXN;kegg:R00228;mnx:MNXR95210;rhea:23288;rhea:23289;rhea:23290;rhea:23291;sabiork:163;seed:rxn00171
ACALDtex	1 M_acald@e <==> 1 M_acald@p	ACALDtex				bigg:ACALDtex;mnx:MNXR95212;reactome:R-HSA-449872;seed:rxn08032;seed:rxn08033;seed:rxn09700;seed:rxn13212
ACALDtpp	1 M_acald@p <==> 1 M_acald@c	ACALDtpp				bigg:ACALDtpp;mnx:MNXR95212;reactome:R-HSA-449872;seed:rxn08032;seed:rxn08033;seed:rxn09700;seed:rxn13212
ACANTHAT	1 M_accoa@c + 1 M_anth@c --> 1 M_acanth@c + 1 M_coa@c	ACANTHAT				bigg:ACANTHAT;mnx:MNXR95213;rhea:28550;rhea:28551;rhea:28552;rhea:28553;seed:rxn08034
ACBIPGT	1 M_adocbip@c + 1 M_gtp@c + 1 M_h@c --> 1 M_agdpcbi@c + 1 M_ppi@c	ACBIPGT		2.7.7.62		bigg:ACBIPGT;biocyc:META:COBINPGUANYLYLTRANS-RXN;kegg:R05222;mnx:MNXR95216;rhea:22712;rhea:22713;rhea:22714;rhea:22715;seed:rxn03537
ACCOAC	1 M_accoa@c + 1 M_atp@c + 1 M_hco3@c --> 1 M_adp@c + 1 M_h@c + 1 M_malcoa@c + 1 M_pi@c	ACCOAC		6.4.1.2		bigg:ACCOAC;biocyc:META:ACETYL-COA-CARBOXYLTRANSFER-RXN;kegg:R00742;mnx:MNXR95219;reactome:R-ATH-200555;reactome:R-ATH-75851;reactome:R-ATH-8876889;reactome:R-BTA-200555;reactome:R-BTA-75851;reactome:R-BTA-8876889;reactome:R-CEL-200555;reactome:R-CEL-75851;reactome:R-CEL-8876889;reactome:R-CFA-200555;reactome:R-CFA-75851;reactome:R-CFA-8876889;reactome:R-DDI-200555;reactome:R-DDI-75851;reactome:R-DDI-8876889;reactome:R-DME-200555;reactome:R-DME-75851;reactome:R-DME-8876889;reactome:R-DRE-200555;reactome:R-DRE-75851;reactome:R-DRE-8876889;reactome:R-GGA-200555;reactome:R-GGA-75851;reactome:R-GGA-8876889;reactome:R-HSA-200555;reactome:R-HSA-75851;reactome:R-HSA-8876889;reactome:R-MMU-200555;reactome:R-MMU-75851;reactome:R-MMU-8876889;reactome:R-PFA-200555;reactome:R-PFA-75851;reactome:R-PFA-8876889;reactome:R-RNO-200555;reactome:R-RNO-75851;reactome:R-RNO-8876889;reactome:R-SCE-200555;reactome:R-SCE-75851;reactome:R-SCE-8876889;reactome:R-SPO-200555;reactome:R-SPO-75851;reactome:R-SPO-8876889;reactome:R-SSC-200555;reactome:R-SSC-75851;reactome:R-SSC-8876889;reactome:R-TGU-200555;reactome:R-TGU-75851;reactome:R-TGU-8876889;reactome:R-XTR-200555;reactome:R-XTR-75851;reactome:R-XTR-8876889;rhea:11308;rhea:11309;rhea:11310;rhea:11311;sabiork:542;seed:rxn00533
ACCOAL	1 M_atp@c + 1 M_coa@c + 1 M_ppa@c --> 1 M_adp@c + 1 M_pi@c + 1 M_ppcoa@c	ACCOAL		6.2.1.13		bigg:ACCOAL;mnx:MNXR95221
ACGAL1PPpp	1 M_acgal1p@p + 1 M_h2o@p --> 1 M_acgal@p + 1 M_pi@p	ACGAL1PPpp		3.1.3.10		bigg:ACGAL1PPpp;mnx:MNXR95233;seed:rxn08035
ACGAL1Ptex	1 M_acgal1p@e <==> 1 M_acgal1p@p	ACGAL1Ptex				bigg:ACGAL1Ptex;mnx:MNXR95234;seed:rxn08036
ACGALtex	1 M_acgal@e <==> 1 M_acgal@p	ACGALtex				bigg:ACGALtex;mnx:MNXR95244;seed:rxn08037
ACGAM1PPpp	1 M_acgam1p@p + 1 M_h2o@p --> 1 M_acgam@p + 1 M_pi@p	ACGAM1PPpp		3.1.3.10		bigg:ACGAM1PPpp;mnx:MNXR95245;seed:rxn08038
ACGAM1Ptex	1 M_acgam1p@e <==> 1 M_acgam1p@p	ACGAM1Ptex				bigg:ACGAM1Ptex;mnx:MNXR95246;seed:rxn08039
ACGAMK	1 M_acgam@c + 1 M_atp@c --> 1 M_acgam6p@c + 1 M_adp@c + 1 M_h@c	ACGAMK		2.7.1.59		bigg:ACGAMK;biocyc:META:N-ACETYLGLUCOSAMINE-KINASE-RXN;kegg:R01201;mnx:MNXR95249;rhea:17417;rhea:17418;rhea:17419;rhea:17420;sabiork:1435;seed:rxn00892
ACGAMT	1 M_uacgam@c + 1 M_udcpp@c --> 1 M_ump@c + 1 M_unaga@c	ACGAMT				bigg:ACGAMT;mnx:MNXR95251;seed:rxn08040
ACGAptspp	1 M_acgam@p + 1 M_pep@c --> 1 M_acgam6p@c + 1 M_pyr@c	ACGAptspp				bigg:ACGAptspp;mnx:MNXR95253;seed:rxn05485;seed:rxn08041
ACGAtex	1 M_acgam@e <==> 1 M_acgam@p	ACGAtex				bigg:ACGAtex;mnx:MNXR95252;seed:rxn08042
ACGK	1 M_acglu@c + 1 M_atp@c --> 1 M_acg5p@c + 1 M_adp@c	ACGK		2.7.2.8		bigg:ACGK;biocyc:META:ACETYLGLUTKIN-RXN;kegg:R02649;mnx:MNXR95256;rhea:14629;rhea:14630;rhea:14631;rhea:14632;sabiork:2545;seed:rxn01917
ACGS	1 M_accoa@c + 1 M_glu__L@c --> 1 M_acglu@c + 1 M_coa@c + 1 M_h@c	ACGS		2.3.1.1		bigg:ACGS;biocyc:META:N-ACETYLTRANSFER-RXN;kegg:R00259;mnx:MNXR95259;reactome:R-BTA-70542;reactome:R-CFA-70542;reactome:R-DDI-70542;reactome:R-DRE-70542;reactome:R-HSA-70542;reactome:R-MMU-70542;reactome:R-RNO-70542;reactome:R-SCE-70542;reactome:R-SPO-70542;reactome:R-SSC-70542;reactome:R-XTR-70542;rhea:24292;rhea:24293;rhea:24294;rhea:24295;sabiork:764;seed:rxn00192
ACHBS	1 M_2obut@c + 1 M_h@c + 1 M_pyr@c --> 1 M_2ahbut@c + 1 M_co2@c	ACHBS		2.2.1.6		bigg:ACHBS;biocyc:META:ACETOOHBUTSYN-RXN;kegg:R08648;mnx:MNXR95260;rhea:27654;rhea:27655;rhea:27656;rhea:27657;sabiork:6688
ACKr	1 M_ac@c + 1 M_atp@c <==> 1 M_actp@c + 1 M_adp@c	ACKr		2.7.2.1;2.7.2.15		bigg:ACKr;biocyc:META:ACETATEKIN-RXN;kegg:R00315;mnx:MNXR95269;rhea:11352;rhea:11353;rhea:11354;rhea:11355;sabiork:71;seed:rxn00225
ACLS	1 M_h@c + 2 M_pyr@c --> 1 M_alac__S@c + 1 M_co2@c	ACLS		2.2.1.6		bigg:ACLS;biocyc:META:ACETOLACTSYN-RXN;kegg:R00226;mnx:MNXR95271;rhea:25249;rhea:25250;rhea:25251;rhea:25252;sabiork:749
ACM6PH	1 M_acmum6p@c + 1 M_h2o@c --> 1 M_acgam6p@c + 1 M_lac__D@c	ACM6PH		4.2.1.126		bigg:ACM6PH;kegg:R08555;mnx:MNXR95273;rhea:26410;rhea:26411;rhea:26412;rhea:26413;seed:rxn08044
ACMAMUT	1 M_uacmamu@c + 1 M_unaga@c --> 1 M_h@c + 1 M_udp@c + 1 M_unagamu@c	ACMAMUT		2.4.1.180		bigg:ACMAMUT;biocyc:META:UDPMANACATRANS-RXN;kegg:R04477;mnx:MNXR95274;rhea:28366;rhea:28367;rhea:28368;rhea:28369;seed:rxn08045
ACMANAptspp	1 M_acmana@p + 1 M_pep@c --> 1 M_acmanap@c + 1 M_pyr@c	ACMANAptspp				bigg:ACMANAptspp;mnx:MNXR95275;seed:rxn08046;seed:rxn10183
ACMANAtex	1 M_acmana@e <==> 1 M_acmana@p	ACMANAtex				bigg:ACMANAtex;mnx:MNXR95277;seed:rxn08047
ACMUMptspp	1 M_acmum@p + 1 M_pep@c --> 1 M_acmum6p@c + 1 M_pyr@c	ACMUMptspp				bigg:ACMUMptspp;mnx:MNXR95278;seed:rxn08048
ACMUMtex	1 M_acmum@e --> 1 M_acmum@p	ACMUMtex				bigg:ACMUMtex;mnx:MNXR95279;seed:rxn08049
ACNAMt2pp	1 M_acnam@p + 1 M_h@p --> 1 M_acnam@c + 1 M_h@c	ACNAMt2pp				bigg:ACNAMt2pp;biocyc:META:RXN-15314;biocyc:META:TRANS-RXN-25;mnx:MNXR95291;rhea:28987;rhea:28988;rhea:28989;rhea:28990;seed:rxn05487;seed:rxn08050
ACNAMtex	1 M_acnam@e <==> 1 M_acnam@p	ACNAMtex				bigg:ACNAMtex;biocyc:META:RXN-15315;biocyc:META:RXN0-0;mnx:MNXR95292;rhea:28991;rhea:28992;rhea:28993;rhea:28994;seed:rxn08051
ACNML	1 M_acnam@c --> 1 M_acmana@c + 1 M_pyr@c	ACNML		4.1.3.3		bigg:ACNML;biocyc:META:ACNEULY-RXN;kegg:R01811;mnx:MNXR95296;rhea:23296;rhea:23297;rhea:23298;rhea:23299;sabiork:7666;seed:rxn01322
ACOAD1f	1 M_btcoa@c + 1 M_fad@c --> 1 M_b2coa@c + 1 M_fadh2@c	ACOAD1f		1.3.3.6;1.3.8.1;1.3.8.7;1.3.99.-;1.3.99.3		bigg:ACOAD1f;kegg:R01175;mnx:MNXR95302;reactome:R-BTA-77319;reactome:R-CFA-77319;reactome:R-DME-77319;reactome:R-DRE-77319;reactome:R-GGA-77319;reactome:R-HSA-77319;reactome:R-MMU-77319;reactome:R-RNO-77319;reactome:R-SSC-77319;reactome:R-TGU-77319;reactome:R-XTR-77319;rhea:24004;rhea:24005;rhea:24006;rhea:24007;rhea:30731;rhea:30732;rhea:30733;rhea:30734;sabiork:1412;seed:rxn00872
ACOAD1fr	1 M_b2coa@c + 1 M_fadh2@c --> 1 M_btcoa@c + 1 M_fad@c	ACOAD1fr				bigg:ACOAD1fr
ACOAD2f	1 M_fad@c + 1 M_hxcoa@c <==> 1 M_fadh2@c + 1 M_hx2coa@c	ACOAD2f		1.3.99.3		bigg:ACOAD2f;mnx:MNXR95303
ACOAD3f	1 M_fad@c + 1 M_occoa@c <==> 1 M_fadh2@c + 1 M_oc2coa@c	ACOAD3f		1.3.3.6;1.3.8.7;1.3.8.8;1.3.99.-;1.3.99.3		bigg:ACOAD3f;kegg:R03777;mnx:MNXR95304;reactome:R-BTA-77338;reactome:R-CEL-77338;reactome:R-CFA-77338;reactome:R-DME-77338;reactome:R-DRE-77338;reactome:R-HSA-77338;reactome:R-MMU-77338;reactome:R-RNO-77338;reactome:R-SSC-77338;reactome:R-TGU-77338;reactome:R-XTR-77338;rhea:30943;rhea:30944;rhea:30945;rhea:30946;rhea:48180;rhea:48181;rhea:48182;rhea:48183;sabiork:3536;seed:rxn02679
ACOAD4f	1 M_dcacoa@c + 1 M_fad@c <==> 1 M_dc2coa@c + 1 M_fadh2@c	ACOAD4f		1.3.99.3		bigg:ACOAD4f;mnx:MNXR95298
ACOAD5f	1 M_ddcacoa@c + 1 M_fad@c <==> 1 M_dd2coa@c + 1 M_fadh2@c	ACOAD5f		1.3.3.6;1.3.8.7;1.3.8.8;1.3.99.-;1.3.99.3		bigg:ACOAD5f;kegg:R03857;mnx:MNXR95299;reactome:R-BTA-77263;reactome:R-CFA-77263;reactome:R-DRE-77263;reactome:R-GGA-77263;reactome:R-HSA-77263;reactome:R-MMU-77263;reactome:R-RNO-77263;reactome:R-SSC-77263;reactome:R-TGU-77263;reactome:R-XTR-77263;rhea:31039;rhea:31040;rhea:31041;rhea:31042;rhea:47296;rhea:47297;rhea:47298;rhea:47299;sabiork:3607;seed:rxn02720
ACOAD6f	1 M_fad@c + 1 M_tdcoa@c <==> 1 M_fadh2@c + 1 M_td2coa@c	ACOAD6f		1.3.3.6;1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-;1.3.99.3		bigg:ACOAD6f;kegg:R03990;mnx:MNXR95300;reactome:R-BTA-77274;reactome:R-CFA-77274;reactome:R-DRE-77274;reactome:R-GGA-77274;reactome:R-HSA-77274;reactome:R-MMU-77274;reactome:R-RNO-77274;reactome:R-SSC-77274;reactome:R-TGU-77274;reactome:R-XTR-77274;rhea:28358;rhea:28359;rhea:28360;rhea:28361;rhea:47316;rhea:47317;rhea:47318;rhea:47319;sabiork:3725;seed:rxn02803
ACOAD7f	1 M_fad@c + 1 M_pmtcoa@c <==> 1 M_fadh2@c + 1 M_hdd2coa@c	ACOAD7f		1.3.3.6;1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-;1.3.99.3		bigg:ACOAD7f;kegg:R01279;mnx:MNXR95301;rhea:30747;rhea:30748;rhea:30749;rhea:30750;rhea:43448;rhea:43449;rhea:43450;rhea:43451;sabiork:1495;seed:rxn00946
ACOAD8f	1 M_fad@c + 1 M_stcoa@c <==> 1 M_fadh2@c + 1 M_od2coa@c	ACOAD8f				bigg:ACOAD8f;mnx:MNXR95317;rhea:40843;rhea:40844;rhea:40845;rhea:40846;rhea:47240;rhea:47241;rhea:47242;rhea:47243;sabiork:11499;seed:rxn08053
ACOATA	1 M_ACP@c + 1 M_accoa@c <==> 1 M_acACP@c + 1 M_coa@c	ACOATA		2.3.1.-;2.3.1.179;2.3.1.180;2.3.1.38;2.3.1.41;2.3.1.85;2.3.1.86		bigg:ACOATA;biocyc:META:ACP-S-ACETYLTRANSFER-RXN;kegg:R01624;mnx:MNXR95376;seed:rxn05349
ACODA	1 M_acorn@c + 1 M_h2o@c --> 1 M_ac@c + 1 M_orn@c	ACODA		3.5.1.14;3.5.1.16		bigg:ACODA;biocyc:META:ACETYLORNDEACET-RXN;kegg:R00669;mnx:MNXR95377;rhea:15941;rhea:15942;rhea:15943;rhea:15944;sabiork:1049;seed:rxn00469
ACOLIPAabctex	1 M_acolipa@p + 1 M_atp@c + 1 M_h2o@c --> 1 M_acolipa@e + 1 M_adp@c + 1 M_h@c + 1 M_pi@c	ACOLIPAabctex				bigg:ACOLIPAabctex;mnx:MNXR95378
ACONIs	1 M_acon_T@c <==> 1 M_acon_C@c	ACONIs		5.3.3.7		bigg:ACONIs;biocyc:META:ACONITATE-DELTA-ISOMERASE-RXN;kegg:R02244;mnx:MNXR95382;rhea:17265;rhea:17266;rhea:17267;rhea:17268;sabiork:2214;seed:rxn01606
ACONMT	1 M_acon_T@c + 1 M_amet@c --> 1 M_aconm@c + 1 M_ahcys@c	ACONMT		2.1.1.144		bigg:ACONMT;biocyc:META:RXN0-2441;kegg:R05763;mnx:MNXR95383;rhea:14969;rhea:14970;rhea:14971;rhea:14972;seed:rxn04016
ACONTa	1 M_cit@c <==> 1 M_acon_C@c + 1 M_h2o@c	ACONTa		4.2.1.3		bigg:ACONTa;biocyc:META:ACONITATEDEHYDR-RXN;kegg:R01325;mnx:MNXR95386;rhea:10228;rhea:10229;rhea:10230;rhea:10231;sabiork:268;seed:rxn00974
ACONTb	1 M_acon_C@c + 1 M_h2o@c <==> 1 M_icit@c	ACONTb		4.2.1.3		bigg:ACONTb;kegg:R01900;mnx:MNXR95387;rhea:22144;rhea:22145;rhea:22146;rhea:22147;seed:rxn01388
ACOTA	1 M_acorn@c + 1 M_akg@c <==> 1 M_acg5sa@c + 1 M_glu__L@c	ACOTA		2.6.1.11		bigg:ACOTA;biocyc:META:ACETYLORNTRANSAM-RXN;kegg:R02283;mnx:MNXR95388;rhea:18049;rhea:18050;rhea:18051;rhea:18052;sabiork:2248;seed:rxn01637
ACOXT	1 M_accoa@c + 1 M_oxa@c <==> 1 M_ac@c + 1 M_oxalcoa@c	ACOXT				bigg:ACOXT
ACP1_FMN	1 M_fmn@c + 1 M_h2o@c --> 1 M_pi@c + 1 M_ribflv@c	ACP1_FMN		3.1.3.102;3.1.3.2		bigg:ACP1_FMN;biocyc:META:RXN0-5187;kegg:R00548;mnx:MNXR95393;reactome:R-ATH-196950;reactome:R-BTA-196950;reactome:R-CEL-196950;reactome:R-CFA-196950;reactome:R-DRE-196950;reactome:R-GGA-196950;reactome:R-HSA-196950;reactome:R-MMU-196950;reactome:R-OSA-196950;reactome:R-RNO-196950;reactome:R-SSC-196950;reactome:R-XTR-196950;rhea:35587;rhea:35588;rhea:35589;rhea:35590;sabiork:964;seed:rxn00391
ACP1p	1 M_fmn@p + 1 M_h2o@p --> 1 M_pi@p + 1 M_ribflv@p	ACP1p				bigg:ACP1p
ACPPAT120	1 M_ddcaACP@c + 1 M_h@c + 1 M_pi@c --> 1 M_ACP@c + 1 M_ddcap@c	ACPPAT120				bigg:ACPPAT120;mnx:MNXR95395
ACPPAT140	1 M_h@c + 1 M_myrsACP@c + 1 M_pi@c --> 1 M_ACP@c + 1 M_ttdcap@c	ACPPAT140				bigg:ACPPAT140;mnx:MNXR95396
ACPPAT141	1 M_h@c + 1 M_pi@c + 1 M_tdeACP@c --> 1 M_ACP@c + 1 M_ttdceap@c	ACPPAT141				bigg:ACPPAT141;mnx:MNXR95397
ACPPAT160	1 M_h@c + 1 M_palmACP@c + 1 M_pi@c --> 1 M_ACP@c + 1 M_hdcap@c	ACPPAT160				bigg:ACPPAT160;mnx:MNXR95398
